Timestamp,Thermal,Nuclear
133,46.52,22
134,46.52,22
135,46.52,22
136,46.52,22
137,46.52,22
138,46.52,22
139,46.52,22
140,46.52,22
141,46.52,22
142,46.52,22
143,46.52,22
144,46.52,22
145,46.52,22
146,46.52,22
147,46.52,22
148,46.52,22
149,46.52,22
150,46.52,22
151,46.52,22
152,46.52,22
153,46.52,22
154,46.52,22
155,46.52,22
156,46.52,22
157,46.52,22
158,46.52,22
159,46.52,22
160,46.52,22
161,46.52,22
162,46.52,22
163,46.52,22
164,46.52,22
165,46.52,22
166,46.52,22
167,46.52,22
168,46.52,22
169,46.52,22
170,46.52,22
171,46.52,22
172,46.52,22
173,46.52,22
174,46.52,22
175,46.52,22
176,46.52,22
177,46.52,22
178,46.52,22
179,46.52,22
180,46.52,22
181,46.52,22
182,46.52,22
183,46.52,22
184,46.52,22
185,46.52,22
186,46.52,22
187,46.52,22
188,46.52,22
189,46.52,22
190,46.52,22
191,46.52,22
192,46.52,22
193,46.52,22
194,46.52,22
195,46.52,22
196,46.52,22
197,46.52,22
198,46.52,22
199,46.52,22
200,46.52,22
201,46.52,22
202,46.52,22
203,46.52,22
204,46.52,22
205,46.52,22
206,46.52,22
207,46.52,22
208,46.52,22
209,46.52,22
210,46.52,22
211,46.52,22
212,46.52,22
213,46.52,22
214,46.52,22
215,46.52,22
216,46.52,22
217,46.52,22
218,46.52,22
219,46.52,22
220,46.52,22
221,46.52,22
222,46.52,22
223,46.52,22
224,46.52,22
225,46.52,22
226,46.52,22
227,46.52,22
228,46.52,22
229,46.52,22
230,46.52,22
231,46.52,22
232,46.52,22
233,46.52,22
234,46.52,22
235,46.52,22
236,46.52,22
237,46.52,22
238,46.52,22
239,46.52,22
240,46.52,22
241,46.52,22
242,46.52,22
243,46.52,22
244,46.52,22
245,46.52,22
246,46.52,22
247,46.52,22
248,46.52,22
249,46.52,22
250,46.52,22
251,46.52,22
252,46.52,22
253,46.52,22
254,46.52,22
255,46.52,22
256,46.52,22
257,46.52,22
258,46.52,22
259,46.52,22
260,46.52,22
261,46.52,22
262,46.52,22
263,46.52,22
264,46.52,22
265,46.52,22
266,46.52,22
267,46.52,22
268,46.52,22
269,46.52,22
270,46.52,22
271,46.52,22
272,46.52,22
273,46.52,22
274,46.52,22
275,46.52,22
276,46.52,22
277,46.52,22
278,46.52,22
279,46.52,22
280,46.52,22
281,46.52,22
282,46.52,22
283,46.52,22
284,46.52,22
285,46.52,22
286,46.52,22
287,46.52,22
288,46.52,22
289,46.52,22
290,46.52,22
291,46.52,22
292,46.52,22
293,46.52,22
294,46.52,22
295,46.52,22
296,46.52,22
297,46.52,22
298,46.52,22
299,46.52,22
300,46.52,22
301,46.52,22
302,46.52,22
303,46.52,22
304,46.52,22
305,46.52,22
306,46.52,22
307,46.52,22
308,46.52,22
309,46.52,22
310,46.52,22
311,46.52,22
312,46.52,22
313,46.52,22
314,46.52,22
315,46.52,22
316,46.52,22
317,46.52,22
318,46.52,22
319,46.52,22
320,46.52,22
321,46.52,22
322,46.52,22
323,46.52,22
324,46.52,22
325,46.52,22
326,46.52,22
327,46.52,22
328,46.52,22
329,46.52,22
330,46.52,22
331,46.52,22
332,46.52,22
333,46.52,22
334,46.52,22
335,46.52,22
336,46.52,22
337,46.52,22
338,46.52,22
339,46.52,22
340,46.52,22
341,46.52,22
342,46.52,22
343,46.52,22
344,46.52,22
345,46.52,22
346,46.52,22
347,46.52,22
348,46.52,22
349,46.52,22
350,46.52,22
351,46.52,22
352,46.52,22
353,46.52,22
354,46.52,22
355,46.52,22
356,46.52,22
357,46.52,22
358,46.52,22
359,46.52,22
360,46.52,22
361,46.52,22
362,46.52,22
363,46.52,22
364,46.52,22
365,46.52,22
366,46.52,22
367,46.52,22
368,46.52,22
369,46.52,22
370,46.52,22
371,46.52,22
372,46.52,22
373,46.52,22
374,46.52,22
375,46.52,22
376,46.52,22
377,46.52,22
378,46.52,22
379,46.52,22
380,46.52,22
381,46.52,22
382,46.52,22
383,46.52,22
384,46.52,22
385,46.52,22
386,46.52,22
387,46.52,22
388,46.52,22
389,46.52,22
390,46.52,22
391,46.52,22
392,46.52,22
393,46.52,22
394,46.52,22
395,46.52,22
396,46.52,22
397,46.52,22
398,46.52,22
399,46.52,22
400,46.52,22
401,46.52,22
402,46.52,22
403,46.52,22
404,46.52,22
405,46.52,22
406,46.52,22
407,46.52,22
408,46.52,22
409,46.52,22
410,46.52,22
411,46.52,22
412,46.52,22
413,46.52,22
414,46.52,22
415,46.52,22
416,46.52,22
417,46.52,22
418,46.52,22
419,46.52,22
420,46.52,22
421,46.52,22
422,46.52,22
423,46.52,22
424,46.52,22
425,46.52,22
426,46.52,22
427,46.52,22
428,46.52,22
429,46.52,22
430,46.52,22
431,46.52,22
432,46.52,22
433,46.52,22
434,46.52,22
435,46.52,22
436,46.52,22
437,46.52,22
438,46.52,22
439,46.52,22
440,46.52,22
441,46.52,22
442,46.52,22
443,46.52,22
444,46.52,22
445,46.52,22
446,46.52,22
447,46.52,22
448,46.52,22
449,46.52,22
450,46.52,22
451,46.52,22
452,46.52,22
453,46.52,22
454,46.52,22
455,46.52,22
456,46.52,22
457,46.52,22
458,46.52,22
459,46.52,22
460,46.52,22
461,46.52,22
462,46.52,22
463,46.52,22
464,46.52,22
465,46.52,22
466,46.52,22
467,46.52,22
468,46.52,22
469,46.52,22
470,46.52,22
471,46.52,22
472,46.52,22
473,46.52,22
474,46.52,22
475,46.52,22
476,46.52,22
477,46.52,22
478,46.52,22
479,46.52,22
480,46.52,22
481,46.52,22
482,46.52,22
483,46.52,22
484,46.52,22
485,46.52,22
486,46.52,22
487,46.52,22
488,46.52,22
489,46.52,22
490,46.52,22
491,46.52,22
492,46.52,22
493,46.52,22
494,46.52,22
495,46.52,22
496,46.52,22
497,46.52,22
498,46.52,22
499,46.52,22
500,46.52,22
501,46.52,22
502,46.52,22
503,46.52,22
504,46.52,22
505,46.52,22
506,46.52,22
507,46.52,22
508,46.52,22
509,46.52,22
510,46.52,22
511,46.52,22
512,46.52,22
513,46.52,22
514,46.52,22
515,46.52,22
516,46.52,22
517,46.52,22
518,46.52,22
519,46.52,22
520,46.52,22
521,46.52,22
522,46.52,22
523,46.52,22
524,46.52,22
525,46.52,22
526,46.52,22
527,46.52,22
528,46.52,22
529,46.52,22
530,46.52,22
531,46.52,22
532,46.52,22
533,46.52,22
534,46.52,22
535,46.52,22
536,46.52,22
537,46.52,22
538,46.52,22
539,46.52,22
540,46.52,22
541,46.52,22
542,46.52,22
543,46.52,22
544,46.52,22
545,46.52,22
546,46.52,22
547,46.52,22
548,46.52,22
549,46.52,22
550,46.52,22
551,46.52,22
552,46.52,22
553,46.52,22
554,46.52,22
555,46.52,22
556,46.52,22
557,46.52,22
558,46.52,22
559,46.52,22
560,46.52,22
561,46.52,22
562,46.52,22
563,46.52,22
564,46.52,22
565,46.52,22
566,46.52,22
567,46.52,22
568,46.52,22
569,46.52,22
570,46.52,22
571,46.52,22
572,46.52,22
573,46.52,22
574,46.52,22
575,46.52,22
576,46.52,22
577,46.52,22
578,46.52,22
579,46.52,22
580,46.52,22
581,46.52,22
582,46.52,22
583,46.52,22
584,46.52,22
585,46.52,22
586,46.52,22
587,46.52,22
588,46.52,22
589,46.52,22
590,46.52,22
591,46.52,22
592,46.52,22
593,46.52,22
594,46.52,22
595,46.52,22
596,46.52,22
597,46.52,22
598,46.52,22
599,46.52,22
600,46.52,22
601,46.52,22
602,46.52,22
603,46.52,22
604,46.52,22
605,46.52,22
606,46.52,22
607,46.52,22
608,46.52,22
609,46.52,22
610,46.52,22
611,46.52,22
612,46.52,22
613,46.52,22
614,46.52,22
615,46.52,22
616,46.52,22
617,46.52,22
618,46.52,22
619,46.52,22
620,46.52,22
621,46.52,22
622,46.52,22
623,46.52,22
624,46.52,22
625,46.52,22
626,46.52,22
627,46.52,22
628,46.52,22
629,46.52,22
630,46.52,22
631,46.52,22
632,46.52,22
633,46.52,22
634,46.52,22
635,46.52,22
636,46.52,22
637,46.52,22
638,46.52,22
639,46.52,22
640,46.52,22
641,46.52,22
642,46.52,22
643,46.52,22
644,46.52,22
645,46.52,22
646,46.52,22
647,46.52,22
648,46.52,22
649,46.52,22
650,46.52,22
651,46.52,22
652,46.52,22
653,46.52,22
654,46.52,22
655,46.52,22
656,46.52,22
657,46.52,22
658,46.52,22
659,46.52,22
660,46.52,22
661,46.52,22
662,46.52,22
663,46.52,22
664,46.52,22
665,46.52,22
666,46.52,22
667,46.52,22
668,46.52,22
669,46.52,22
670,46.52,22
671,46.52,22
672,46.52,22
673,46.52,22
674,46.52,22
675,46.52,22
676,46.52,22
677,46.52,22
678,46.52,22
679,46.52,22
680,46.52,22
681,46.52,22
682,46.52,22
683,46.52,22
684,46.52,22
685,46.52,22
686,46.52,22
687,46.52,22
688,46.52,22
689,46.52,22
690,46.52,22
691,46.52,22
692,46.52,22
693,46.52,22
694,46.52,22
695,46.52,22
696,46.52,22
697,46.52,22
698,46.52,22
699,46.52,22
700,46.52,22
701,46.52,22
702,46.52,22
703,46.52,22
704,46.52,22
705,46.52,22
706,46.52,22
707,46.52,22
708,46.52,22
709,46.52,22
710,46.52,22
711,46.52,22
712,46.52,22
713,46.52,22
714,46.52,22
715,46.52,22
716,46.52,22
717,46.52,22
718,46.52,22
719,46.52,22
720,46.52,22
721,46.52,22
722,46.52,22
723,46.52,22
724,46.52,22
725,46.52,22
726,46.52,22
727,46.52,22
728,46.52,22
729,46.52,22
730,46.52,22
731,46.52,22
732,46.52,22
733,46.52,22
734,46.52,22
735,46.52,22
736,46.52,22
737,46.52,22
738,46.52,22
739,46.52,22
740,46.52,22
741,46.52,22
742,46.52,22
743,46.52,22
744,46.52,22
745,46.52,22
746,46.52,22
747,46.52,22
748,46.52,22
749,46.52,22
750,46.52,22
751,46.52,22
752,46.52,22
753,46.52,22
754,46.52,22
755,46.52,22
756,46.52,22
757,46.52,22
758,46.52,22
759,46.52,22
760,46.52,22
761,46.52,22
762,46.52,22
763,46.52,22
764,46.52,22
765,46.52,22
766,46.52,22
767,46.52,22
768,46.52,22
769,46.52,22
770,46.52,22
771,46.52,22
772,46.52,22
773,46.52,22
774,46.52,22
775,46.52,22
776,46.52,22
777,46.52,22
778,46.52,22
779,46.52,22
780,46.52,22
781,46.52,22
782,46.52,22
783,46.52,22
784,46.52,22
785,46.52,22
786,46.52,22
787,46.52,22
788,46.52,22
789,46.52,22
790,46.52,22
791,46.52,22
792,46.52,22
793,46.52,22
794,46.52,22
795,46.52,22
796,46.52,22
797,46.52,22
798,46.52,22
799,46.52,22
800,46.52,22
801,46.52,22
802,46.52,22
803,46.52,22
804,46.52,22
805,46.52,22
806,46.52,22
807,46.52,22
808,46.52,22
809,46.52,22
810,46.52,22
811,46.52,22
812,46.52,22
813,46.52,22
814,46.52,22
815,46.52,22
816,46.52,22
817,46.52,22
818,46.52,22
819,46.52,22
820,46.52,22
821,46.52,22
822,46.52,22
823,46.52,22
824,46.52,22
825,46.52,22
826,46.52,22
827,46.52,22
828,46.52,22
829,46.52,22
830,46.52,22
831,46.52,22
832,46.52,22
833,46.52,22
834,46.52,22
835,46.52,22
836,46.52,22
837,46.52,22
838,46.52,22
839,46.52,22
840,46.52,22
841,46.52,22
842,46.52,22
843,46.52,22
844,46.52,22
845,46.52,22
846,46.52,22
847,46.52,22
848,46.52,22
849,46.52,22
850,46.52,22
851,46.52,22
852,46.52,22
853,46.52,22
854,46.52,22
855,46.52,22
856,46.52,22
857,46.52,22
858,46.52,22
859,46.52,22
860,46.52,22
861,46.52,22
862,46.52,22
863,46.52,22
864,46.52,22
865,46.52,22
866,46.52,22
867,46.52,22
868,46.52,22
869,46.52,22
870,46.52,22
871,46.52,22
872,46.52,22
873,46.52,22
874,46.52,22
875,46.52,22
876,46.52,22
877,46.52,22
878,46.52,22
879,46.52,22
880,46.52,22
881,46.52,22
882,46.52,22
883,46.52,22
884,46.52,22
885,46.52,22
886,46.52,22
887,46.52,22
888,46.52,22
889,46.52,22
890,46.52,22
891,46.52,22
892,46.52,22
893,46.52,22
894,46.52,22
895,46.52,22
896,46.52,22
897,46.52,22
898,46.52,22
899,46.52,22
900,46.52,22
901,46.52,22
902,46.52,22
903,46.52,22
904,46.52,22
905,46.52,22
906,46.52,22
907,46.52,22
908,46.52,22
909,46.52,22
910,46.52,22
911,46.52,22
912,46.52,22
913,46.52,22
914,46.52,22
915,46.52,22
916,46.52,22
917,46.52,22
918,46.52,22
919,46.52,22
920,46.52,22
921,46.52,22
922,46.52,22
923,46.52,22
924,46.52,22
925,46.52,22
926,46.52,22
927,46.52,22
928,46.52,22
929,46.52,22
930,46.52,22
931,46.52,22
932,46.52,22
933,46.52,22
934,46.52,22
935,46.52,22
936,46.52,22
937,46.52,22
938,46.52,22
939,46.52,22
940,46.52,22
941,46.52,22
942,46.52,22
943,46.52,22
944,46.52,22
945,46.52,22
946,46.52,22
947,46.52,22
948,46.52,22
949,46.52,22
950,46.52,22
951,46.52,22
952,46.52,22
953,46.52,22
954,46.52,22
955,46.52,22
956,46.52,22
957,46.52,22
958,46.52,22
959,46.52,22
960,46.52,22
961,46.52,22
962,46.52,22
963,46.52,22
964,46.52,22
965,46.52,22
966,46.52,22
967,46.52,22
968,46.52,22
969,46.52,22
970,46.52,22
971,46.52,22
972,46.52,22
973,46.52,22
974,46.52,22
975,46.52,22
976,46.52,22
977,46.52,22
978,46.52,22
979,46.52,22
980,46.52,22
981,46.52,22
982,46.52,22
983,46.52,22
984,46.52,22
985,46.52,22
986,46.52,22
987,46.52,22
988,46.52,22
989,46.52,22
990,46.52,22
991,46.52,22
992,46.52,22
993,46.52,22
994,46.52,22
995,46.52,22
996,46.52,22
997,46.52,22
998,46.52,22
999,46.52,22
1000,46.52,22
1001,46.52,22
1002,46.52,22
1003,46.52,22
1004,46.52,22
1005,46.52,22
1006,46.52,22
1007,46.52,22
1008,46.52,22
1009,46.52,22
1010,46.52,22
1011,46.52,22
1012,46.52,22
1013,46.52,22
1014,46.52,22
1015,46.52,22
1016,46.52,22
1017,46.52,22
1018,46.52,22
1019,46.52,22
1020,46.52,22
1021,46.52,22
1022,46.52,22
1023,46.52,22
1024,46.52,22
1025,46.52,22
1026,46.52,22
1027,46.52,22
1028,46.52,22
1029,46.52,22
1030,46.52,22
1031,46.52,22
1032,46.52,22
1033,46.52,22
1034,46.52,22
1035,46.52,22
1036,46.52,22
1037,46.52,22
1038,46.52,22
1039,46.52,22
1040,46.52,22
1041,46.52,22
1042,46.52,22
1043,46.52,22
1044,46.52,22
1045,46.52,22
1046,46.52,22
1047,46.52,22
1048,46.52,22
1049,46.52,22
1050,46.52,22
1051,46.52,22
1052,46.52,22
1053,46.52,22
1054,46.52,22
1055,46.52,22
1056,46.52,22
1057,46.52,22
1058,46.52,22
1059,46.52,22
1060,46.52,22
1061,46.52,22
1062,46.52,22
1063,46.52,22
1064,46.52,22
1065,46.52,22
1066,46.52,22
1067,46.52,22
1068,46.52,22
1069,46.52,22
1070,46.52,22
1071,46.52,22
1072,46.52,22
1073,46.52,22
1074,46.52,22
1075,46.52,22
1076,46.52,22
1077,46.52,22
1078,46.52,22
1079,46.52,22
1080,46.52,22
1081,46.52,22
1082,46.52,22
1083,46.52,22
1084,46.52,22
1085,46.52,22
1086,46.52,22
1087,46.52,22
1088,46.52,22
1089,46.52,22
1090,46.52,22
1091,46.52,22
1092,46.52,22
1093,46.52,22
1094,46.52,22
1095,46.52,22
1096,46.52,22
1097,46.52,22
1098,46.52,22
1099,46.52,22
1100,46.52,22
1101,46.52,22
1102,46.52,22
1103,46.52,22
1104,46.52,22
1105,46.52,22
1106,46.52,22
1107,46.52,22
1108,46.52,22
1109,46.52,22
1110,46.52,22
1111,46.52,22
1112,46.52,22
1113,46.52,22
1114,46.52,22
1115,46.52,22
1116,46.52,22
1117,46.52,22
1118,46.52,22
1119,46.52,22
1120,46.52,22
1121,46.52,22
1122,46.52,22
1123,46.52,22
1124,46.52,22
1125,46.52,22
1126,46.52,22
1127,46.52,22
1128,46.52,22
1129,46.52,22
1130,46.52,22
1131,46.52,22
1132,46.52,22
1133,46.52,22
1134,46.52,22
1135,46.52,22
1136,46.52,22
1137,46.52,22
1138,46.52,22
1139,46.52,22
1140,46.52,22
1141,46.52,22
1142,46.52,22
1143,46.52,22
1144,46.52,22
1145,46.52,22
1146,46.52,22
1147,46.52,22
1148,46.52,22
1149,46.52,22
1150,46.52,22
1151,46.52,22
1152,46.52,22
1153,46.52,22
1154,46.52,22
1155,46.52,22
1156,46.52,22
1157,46.52,22
1158,46.52,22
1159,46.52,22
1160,46.52,22
1161,46.52,22
1162,46.52,22
1163,46.52,22
1164,46.52,22
1165,46.52,22
1166,46.52,22
1167,46.52,22
1168,46.52,22
1169,46.52,22
1170,46.52,22
1171,46.52,22
1172,46.52,22
1173,46.52,22
1174,46.52,22
1175,46.52,22
1176,46.52,22
1177,46.52,22
1178,46.52,22
1179,46.52,22
1180,46.52,22
1181,46.52,22
1182,46.52,22
1183,46.52,22
1184,46.52,22
1185,46.52,22
1186,46.52,22
1187,46.52,22
1188,46.52,22
1189,46.52,22
1190,46.52,22
1191,46.52,22
1192,46.52,22
1193,46.52,22
1194,46.52,22
1195,46.52,22
1196,46.52,22
1197,46.52,22
1198,46.52,22
1199,46.52,22
1200,46.52,22
1201,46.52,22
1202,46.52,22
1203,46.52,22
1204,46.52,22
1205,46.52,22
1206,46.52,22
1207,46.52,22
1208,46.52,22
1209,46.52,22
1210,46.52,22
1211,46.52,22
1212,46.52,22
1213,46.52,22
1214,46.52,22
1215,46.52,22
1216,46.52,22
1217,46.52,22
1218,46.52,22
1219,46.52,22
1220,46.52,22
1221,46.52,22
1222,46.52,22
1223,46.52,22
1224,46.52,22
1225,46.52,22
1226,46.52,22
1227,46.52,22
1228,46.52,22
1229,46.52,22
1230,46.52,22
1231,46.52,22
1232,46.52,22
1233,46.52,22
1234,46.52,22
1235,46.52,22
1236,46.52,22
1237,46.52,22
1238,46.52,22
1239,46.52,22
1240,46.52,22
1241,46.52,22
1242,46.52,22
1243,46.52,22
1244,46.52,22
1245,46.52,22
1246,46.52,22
1247,46.52,22
1248,46.52,22
1249,46.52,22
1250,46.52,22
1251,46.52,22
1252,46.52,22
1253,46.52,22
1254,46.52,22
1255,46.52,22
1256,46.52,22
1257,46.52,22
1258,46.52,22
1259,46.52,22
1260,46.52,22
1261,46.52,22
1262,46.52,22
1263,46.52,22
1264,46.52,22
1265,46.52,22
1266,46.52,22
1267,46.52,22
1268,46.52,22
1269,46.52,22
1270,46.52,22
1271,46.52,22
1272,46.52,22
1273,46.52,22
1274,46.52,22
1275,46.52,22
1276,46.52,22
1277,46.52,22
1278,46.52,22
1279,46.52,22
1280,46.52,22
1281,46.52,22
1282,46.52,22
1283,46.52,22
1284,46.52,22
1285,46.52,22
1286,46.52,22
1287,46.52,22
1288,46.52,22
1289,46.52,22
1290,46.52,22
1291,46.52,22
1292,46.52,22
1293,46.52,22
1294,46.52,22
1295,46.52,22
1296,46.52,22
1297,46.52,22
1298,46.52,22
1299,46.52,22
1300,46.52,22
1301,46.52,22
1302,46.52,22
1303,46.52,22
1304,46.52,22
1305,46.52,22
1306,46.52,22
1307,46.52,22
1308,46.52,22
1309,46.52,22
1310,46.52,22
1311,46.52,22
1312,46.52,22
1313,46.52,22
1314,46.52,22
1315,46.52,22
1316,46.52,22
1317,46.52,22
1318,46.52,22
1319,46.52,22
1320,46.52,22
1321,46.52,22
1322,46.52,22
1323,46.52,22
1324,46.52,22
1325,46.52,22
1326,46.52,22
1327,46.52,22
1328,46.52,22
1329,46.52,22
1330,46.52,22
1331,46.52,22
1332,46.52,22
1333,46.52,22
1334,46.52,22
1335,46.52,22
1336,46.52,22
1337,46.52,22
1338,46.52,22
1339,46.52,22
1340,46.52,22
1341,46.52,22
1342,46.52,22
1343,46.52,22
1344,46.52,22
1345,46.52,22
1346,46.52,22
1347,46.52,22
1348,46.52,22
1349,46.52,22
1350,46.52,22
1351,46.52,22
1352,46.52,22
1353,46.52,22
1354,46.52,22
1355,46.52,22
1356,46.52,22
1357,46.52,22
1358,46.52,22
1359,46.52,22
1360,46.52,22
1361,46.52,22
1362,46.52,22
1363,46.52,22
1364,46.52,22
1365,46.52,22
1366,46.52,22
1367,46.52,22
1368,46.52,22
1369,46.52,22
1370,46.52,22
1371,46.52,22
1372,46.52,22
1373,46.52,22
1374,46.52,22
1375,46.52,22
1376,46.52,22
1377,46.52,22
1378,46.52,22
1379,46.52,22
1380,46.52,22
1381,46.52,22
1382,46.52,22
1383,46.52,22
1384,46.52,22
1385,46.52,22
1386,46.52,22
1387,46.52,22
1388,46.52,22
1389,46.52,22
1390,46.52,22
1391,46.52,22
1392,46.52,22
1393,46.52,22
1394,46.52,22
1395,46.52,22
1396,46.52,22
1397,46.52,22
1398,46.52,22
1399,46.52,22
1400,46.52,22
1401,46.52,22
1402,46.52,22
1403,46.52,22
1404,46.52,22
1405,46.52,22
1406,46.52,22
1407,46.52,22
1408,46.52,22
1409,46.52,22
1410,46.52,22
1411,46.52,22
1412,46.52,22
1413,46.52,22
1414,46.52,22
1415,46.52,22
1416,46.52,22
1417,46.52,22
1418,46.52,22
1419,46.52,22
1420,46.52,22
1421,46.52,22
1422,46.52,22
1423,46.52,22
1424,46.52,22
1425,46.52,22
1426,46.52,22
1427,46.52,22
1428,46.52,22
1429,46.52,22
1430,46.52,22
1431,46.52,22
1432,46.52,22
1433,46.52,22
1434,46.52,22
1435,46.52,22
1436,46.52,22
1437,46.52,22
1438,46.52,22
1439,46.52,22
1440,46.52,22
1441,46.52,22
1442,46.52,22
1443,46.52,22
1444,46.52,22
1445,46.52,22
1446,46.52,22
1447,46.52,22
1448,46.52,22
1449,46.52,22
1450,46.52,22
1451,46.52,22
1452,46.52,22
1453,46.52,22
1454,46.52,22
1455,46.52,22
1456,46.52,22
1457,46.52,22
1458,46.52,22
1459,46.52,22
1460,46.52,22
1461,46.52,22
1462,46.52,22
1463,46.52,22
1464,46.52,22
1465,46.52,22
1466,46.52,22
1467,46.52,22
1468,46.52,22
1469,46.52,22
1470,46.52,22
1471,46.52,22
1472,46.52,22
1473,46.52,22
1474,46.52,22
1475,46.52,22
1476,46.52,22
1477,46.52,22
1478,46.52,22
1479,46.52,22
1480,46.52,22
1481,46.52,22
1482,46.52,22
1483,46.52,22
1484,46.52,22
1485,46.52,22
1486,46.52,22
1487,46.52,22
1488,46.52,22
1489,46.52,22
1490,46.52,22
1491,46.52,22
1492,46.52,22
1493,46.52,22
1494,46.52,22
1495,46.52,22
1496,46.52,22
1497,46.52,22
1498,46.52,22
1499,46.52,22
1500,46.52,22
1501,46.52,22
1502,46.52,22
1503,46.52,22
1504,46.52,22
1505,46.52,22
1506,46.52,22
1507,46.52,22
1508,46.52,22
1509,46.52,22
1510,46.52,22
1511,46.52,22
1512,46.52,22
1513,46.52,22
1514,46.52,22
1515,46.52,22
1516,46.52,22
1517,46.52,22
1518,46.52,22
1519,46.52,22
1520,46.52,22
1521,46.52,22
1522,46.52,22
1523,46.52,22
1524,46.52,22
1525,46.52,22
1526,46.52,22
1527,46.52,22
1528,46.52,22
1529,46.52,22
1530,46.52,22
1531,46.52,22
1532,46.52,22
1533,46.52,22
1534,46.52,22
1535,46.52,22
1536,46.52,22
1537,46.52,22
1538,46.52,22
1539,46.52,22
1540,46.52,22
1541,46.52,22
1542,46.52,22
1543,46.52,22
1544,46.52,22
1545,46.52,22
1546,46.52,22
1547,46.52,22
1548,46.52,22
1549,46.52,22
1550,46.52,22
1551,46.52,22
1552,46.52,22
1553,46.52,22
1554,46.52,22
1555,46.52,22
1556,46.52,22
1557,46.52,22
1558,46.52,22
1559,46.52,22
1560,46.52,22
1561,46.52,22
1562,46.52,22
1563,46.52,22
1564,46.52,22
1565,46.52,22
1566,46.52,22
1567,46.52,22
1568,46.52,22
1569,46.52,22
1570,46.52,22
1571,46.52,22
1572,46.52,22
1573,46.52,22
1574,46.52,22
1575,46.52,22
1576,46.52,22
1577,46.52,22
1578,46.52,22
1579,46.52,22
1580,46.52,22
1581,46.52,22
1582,46.52,22
1583,46.52,22
1584,46.52,22
1585,46.52,22
1586,46.52,22
1587,46.52,22
1588,46.52,22
1589,46.52,22
1590,46.52,22
1591,46.52,22
1592,46.52,22
1593,46.52,22
1594,46.52,22
1595,46.52,22
1596,46.52,22
1597,46.52,22
1598,46.52,22
1599,46.52,22
1600,46.52,22
1601,46.52,22
1602,46.52,22
1603,46.52,22
1604,46.52,22
1605,46.52,22
1606,46.52,22
1607,46.52,22
1608,46.52,22
1609,46.52,22
1610,46.52,22
1611,46.52,22
1612,46.52,22
1613,46.52,22
1614,46.52,22
1615,46.52,22
1616,46.52,22
1617,46.52,22
1618,46.52,22
1619,46.52,22
1620,46.52,22
1621,46.52,22
1622,46.52,22
1623,46.52,22
1624,46.52,22
1625,46.52,22
1626,46.52,22
1627,46.52,22
1628,46.52,22
1629,46.52,22
1630,46.52,22
1631,46.52,22
1632,46.52,22
1633,46.52,22
1634,46.52,22
1635,46.52,22
1636,46.52,22
1637,46.52,22
1638,46.52,22
1639,46.52,22
1640,46.52,22
1641,46.52,22
1642,46.52,22
1643,46.52,22
1644,46.52,22
1645,46.52,22
1646,46.52,22
1647,46.52,22
1648,46.52,22
1649,46.52,22
1650,46.52,22
1651,46.52,22
1652,46.52,22
1653,46.52,22
1654,46.52,22
1655,46.52,22
1656,46.52,22
1657,46.52,22
1658,46.52,22
1659,46.52,22
1660,46.52,22
1661,46.52,22
1662,46.52,22
