Timestamp,Total_Up_Reserve
357,2486.98
358,2464.35
359,2379.11
360,2249.85
361,2156.37
362,2103.78
363,2080.85
364,2074.92
365,2083.02
366,2148.85
367,2339.73
368,2487.53
369,2537.84
370,2564.59
371,2596.09
372,2605.93
373,2613.74
374,2613.77
375,2595.29
376,2580.54
377,2576.78
378,2585.19
379,2587.28
380,2579.39
381,2551.15
382,2496.83
383,2387.21
384,2255.46
385,2157.78
386,2102.31
387,2076.05
388,2068.62
389,2076.67
390,2143.62
391,2343.89
392,2518.36
393,2564.34
394,2581.4
395,2599.42
396,2599.28
397,2597.52
398,2588.68
399,2568.67
400,2545.9
401,2539.03
402,2548.71
403,2551.56
404,2545.47
405,2523.87
406,2472.98
407,2379.35
408,2248.59
409,2136.57
410,2083.73
411,2058.68
412,2050.36
413,2055.88
414,2121.16
415,2308.08
416,2475.69
417,2528.74
418,2546.17
419,2563.03
420,2553.72
421,2549.79
422,2535.79
423,2516.78
424,2499.33
425,2495.9
426,2503.58
427,2505.41
428,2504.13
429,2475.39
430,2426.11
431,2332.82
432,2209.7
433,2125.34
434,2073.83
435,2050.44
436,2042.65
437,2049.78
438,2111.57
439,2291.13
440,2451.18
441,2495.3
442,2505.07
443,2514.91
444,2499.32
445,2493.68
446,2481.93
447,2462.89
448,2440.39
449,2432.31
450,2441.15
451,2443.69
452,2437.38
453,2423.23
454,2392.76
455,2324.54
456,2214.82
457,2133.72
458,2086.92
459,2066.99
460,2064.91
461,2076.3
462,2144.05
463,2334.55
464,2499.71
465,2547.42
466,2570.63
467,2594.35
468,2604.16
469,2606.89
470,2594.74
471,2571.22
472,2548.84
473,2542.65
474,2546.58
475,2547.69
476,2542.1
477,2520.19
478,2469.45
479,2377.47
480,2254.46
481,2159.98
482,2108.59
483,2084.66
484,2077.21
485,2084.55
486,2150.99
487,2341.68
488,2473.14
489,2510.34
490,2518.91
491,2533.0
492,2523.93
493,2517.56
494,2506.22
495,2478.41
496,2451.36
497,2430.91
498,2424.21
499,2416.8
500,2404.12
501,2382.44
502,2349.57
503,2307.02
504,2206.47
505,2130.45
506,2084.86
507,2066.21
508,2062.57
509,2074.21
510,2136.54
511,2289.68
512,2387.59
513,2437.57
514,2454.74
515,2478.6
516,2485.27
517,2486.15
518,2476.06
519,2454.55
520,2432.95
521,2421.53
522,2429.23
523,2434.2
524,2433.05
525,2413.12
526,2385.59
527,2337.35
528,2227.55
529,2146.33
530,2099.28
531,2079.13
532,2074.36
533,2083.43
534,2145.75
535,2302.07
536,2391.76
537,2438.65
538,2458.41
539,2482.9
540,2490.48
541,2497.96
542,2492.21
543,2477.99
544,2457.41
545,2449.01
546,2462.03
547,2471.39
548,2470.07
549,2461.09
550,2438.3
551,2375.21
552,2261.17
553,2178.69
554,2128.46
555,2105.91
556,2098.59
557,2106.78
558,2177.24
559,2374.78
560,2505.8
561,2555.4
562,2574.82
563,2596.93
564,2592.32
565,2591.27
566,2578.1
567,2559.85
568,2536.71
569,2524.19
570,2530.69
571,2532.78
572,2530.52
573,2516.68
574,2480.04
575,2399.2
576,2261.34
577,2169.34
578,2114.98
579,2091.44
580,2083.74
581,2090.7
582,2150.82
583,2315.27
584,2403.31
585,2445.1
586,2463.06
587,2488.72
588,2506.24
589,2510.32
590,2504.47
591,2489.39
592,2473.16
593,2471.89
594,2489.09
595,2504.56
596,2513.43
597,2506.55
598,2485.36
599,2433.74
600,2299.9
601,2196.06
602,2139.21
603,2112.42
604,2103.37
605,2110.99
606,2172.51
607,2347.14
608,2430.7
609,2469.34
610,2482.38
611,2492.83
612,2497.67
613,2494.89
614,2484.38
615,2455.27
616,2431.74
617,2420.59
618,2421.86
619,2424.47
620,2418.95
621,2404.52
622,2382.82
623,2353.78
624,2264.91
625,2177.41
626,2132.31
627,2113.7
628,2107.66
629,2116.03
630,2178.32
631,2346.48
632,2436.67
633,2482.67
634,2502.12
635,2528.21
636,2525.74
637,2522.48
638,2518.95
639,2514.77
640,2499.7
641,2484.88
642,2486.03
643,2486.85
644,2482.79
645,2467.34
646,2440.52
647,2389.4
648,2277.79
649,2171.41
650,2122.42
651,2100.75
652,2094.19
653,2101.84
654,2164.93
655,2339.43
656,2432.8
657,2475.51
658,2487.66
659,2507.89
660,2520.61
661,2513.69
662,2499.44
663,2471.85
664,2443.37
665,2430.63
666,2433.29
667,2439.11
668,2438.38
669,2424.94
670,2405.29
671,2365.3
672,2254.87
673,2169.99
674,2122.79
675,2102.27
676,2097.06
677,2105.87
678,2167.57
679,2337.36
680,2431.41
681,2473.57
682,2487.74
683,2510.82
684,2527.05
685,2526.57
686,2511.21
687,2494.62
688,2474.8
689,2454.62
690,2446.39
691,2439.08
692,2429.2
693,2412.3
694,2384.77
695,2345.98
696,2244.22
697,2153.51
698,2102.74
699,2078.89
700,2073.19
701,2082.92
702,2147.02
703,2317.13
704,2410.16
705,2451.63
706,2465.8
707,2491.87
708,2501.65
709,2505.06
710,2503.49
711,2487.38
712,2469.03
713,2455.83
714,2462.62
715,2476.16
716,2482.14
717,2477.59
718,2458.85
719,2404.52
720,2283.51
721,2177.32
722,2122.12
723,2097.47
724,2089.59
725,2096.73
726,2161.13
727,2342.66
728,2463.47
729,2505.2
730,2522.36
731,2547.5
732,2557.48
733,2558.01
734,2547.51
735,2525.33
736,2502.72
737,2481.94
738,2480.55
739,2482.17
740,2473.93
741,2455.26
742,2424.9
743,2371.86
744,2263.93
745,2161.31
746,2109.29
747,2084.34
748,2077.45
749,2084.44
750,2147.83
751,2328.19
752,2439.75
753,2486.21
754,2508.75
755,2542.2
756,2546.28
757,2554.6
758,2556.32
759,2543.95
760,2525.84
761,2513.72
762,2517.32
763,2519.9
764,2514.76
765,2499.42
766,2467.42
767,2395.85
768,2273.84
769,2178.87
770,2129.52
771,2108.37
772,2102.8
773,2110.95
774,2173.75
775,2355.03
776,2489.97
777,2536.87
778,2561.65
779,2597.57
780,2597.67
781,2603.83
782,2598.14
783,2582.87
784,2564.56
785,2556.47
786,2562.36
787,2569.16
788,2570.37
789,2551.97
790,2501.45
791,2411.22
792,2278.45
793,2175.12
794,2119.73
795,2095.82
796,2088.18
797,2096.71
798,2164.7
799,2354.55
800,2499.84
801,2539.53
802,2552.66
803,2577.82
804,2578.18
805,2566.87
806,2550.39
807,2528.33
808,2500.92
809,2485.47
810,2488.47
811,2500.22
812,2502.27
813,2496.19
814,2474.65
815,2404.76
816,2281.6
817,2183.22
818,2128.09
819,2101.78
820,2091.42
821,2097.81
822,2168.52
823,2372.28
824,2546.54
825,2618.97
826,2641.12
827,2669.7
828,2663.24
829,2640.28
830,2618.32
831,2596.4
832,2578.43
833,2565.02
834,2558.14
835,2556.01
836,2548.14
837,2512.35
838,2454.45
839,2377.0
840,2256.43
841,2174.21
842,2117.94
843,2088.16
844,2075.46
845,2082.33
846,2148.18
847,2334.19
848,2491.68
849,2541.71
850,2570.02
851,2604.21
852,2605.05
853,2603.15
854,2594.52
855,2580.64
856,2572.03
857,2553.64
858,2548.5
859,2547.96
860,2546.74
861,2532.01
862,2481.06
863,2406.67
864,2275.51
865,2174.55
866,2122.95
867,2100.65
868,2094.76
869,2102.8
870,2165.3
871,2333.63
872,2421.31
873,2462.29
874,2481.92
875,2505.83
876,2491.77
877,2494.67
878,2479.72
879,2465.77
880,2451.41
881,2436.34
882,2434.01
883,2433.03
884,2426.49
885,2406.88
886,2382.05
887,2337.32
888,2244.7
889,2158.19
890,2110.89
891,2089.25
892,2084.01
893,2092.81
894,2155.61
895,2323.39
896,2427.34
897,2480.8
898,2510.27
899,2546.96
900,2555.05
901,2566.17
902,2563.0
903,2548.44
904,2532.97
905,2518.62
906,2519.41
907,2527.44
908,2529.87
909,2516.98
910,2476.32
911,2405.97
912,2276.47
913,2183.51
914,2128.76
915,2103.83
916,2097.38
917,2105.92
918,2172.19
919,2358.41
920,2484.47
921,2520.49
922,2539.71
923,2571.48
924,2570.91
925,2573.17
926,2560.56
927,2543.23
928,2524.02
929,2505.96
930,2506.11
931,2516.43
932,2523.86
933,2517.09
934,2479.68
935,2412.13
936,2290.77
937,2195.25
938,2146.16
939,2122.6
940,2115.06
941,2123.84
942,2190.57
943,2378.67
944,2507.8
945,2550.45
946,2572.69
947,2602.02
948,2597.19
949,2596.44
950,2587.08
951,2563.14
952,2534.16
953,2505.19
954,2500.31
955,2503.53
956,2499.56
957,2478.21
958,2447.1
959,2395.01
960,2280.93
961,2187.39
962,2134.84
963,2111.65
964,2104.66
965,2112.09
966,2177.12
967,2360.26
968,2464.06
969,2510.52
970,2537.81
971,2564.03
972,2574.87
973,2579.92
974,2564.67
975,2535.4
976,2504.89
977,2480.57
978,2473.09
979,2475.04
980,2473.33
981,2457.21
982,2426.99
983,2376.66
984,2260.91
985,2168.43
986,2115.66
987,2091.32
988,2084.54
989,2092.29
990,2156.49
991,2325.98
992,2421.73
993,2464.68
994,2496.65
995,2538.2
996,2543.61
997,2556.01
998,2559.18
999,2547.0
1000,2529.61
1001,2507.95
1002,2507.96
1003,2516.54
1004,2519.63
1005,2508.85
1006,2475.1
1007,2403.84
1008,2279.06
1009,2160.07
1010,2108.15
1011,2083.57
1012,2076.93
1013,2088.01
1014,2155.83
1015,2345.31
1016,2465.57
1017,2502.04
1018,2524.13
1019,2544.21
1020,2528.8
1021,2520.38
1022,2498.68
1023,2474.02
1024,2443.91
1025,2419.15
1026,2413.34
1027,2418.76
1028,2419.35
1029,2405.46
1030,2378.82
1031,2334.7
1032,2236.01
1033,2131.49
1034,2083.08
1035,2061.55
1036,2055.77
1037,2065.12
1038,2125.57
1039,2288.75
1040,2372.23
1041,2412.29
1042,2437.76
1043,2463.71
1044,2462.55
1045,2469.81
1046,2464.85
1047,2440.15
1048,2403.72
1049,2373.53
1050,2362.44
1051,2366.59
1052,2363.75
1053,2347.44
1054,2321.76
1055,2281.84
1056,2203.59
1057,2131.46
1058,2085.81
1059,2066.74
1060,2061.51
1061,2068.81
1062,2122.49
1063,2245.32
1064,2333.96
1065,2377.31
1066,2405.6
1067,2438.35
1068,2451.25
1069,2464.33
1070,2466.4
1071,2455.79
1072,2430.57
1073,2405.86
1074,2404.7
1075,2420.38
1076,2429.11
1077,2418.35
1078,2393.91
1079,2353.3
1080,2242.46
1081,2149.91
1082,2103.24
1083,2082.5
1084,2078.16
1085,2086.59
1086,2150.26
1087,2336.09
1088,2467.86
1089,2516.5
1090,2550.37
1091,2588.96
1092,2592.54
1093,2606.99
1094,2599.02
1095,2571.9
1096,2539.17
1097,2513.68
1098,2501.31
1099,2504.82
1100,2506.59
1101,2485.72
1102,2433.24
1103,2361.0
1104,2239.23
1105,2137.67
1106,2087.28
1107,2065.44
1108,2058.59
1109,2064.89
1110,2119.85
1111,2277.67
1112,2366.06
1113,2410.07
1114,2446.32
1115,2488.81
1116,2503.98
1117,2519.05
1118,2525.42
1119,2509.57
1120,2487.35
1121,2467.52
1122,2465.72
1123,2481.16
1124,2492.77
1125,2479.69
1126,2430.89
1127,2353.13
1128,2230.82
1129,2127.9
1130,2080.4
1131,2060.92
1132,2055.79
1133,2064.59
1134,2129.25
1135,2310.53
1136,2441.7
1137,2480.66
1138,2511.07
1139,2550.45
1140,2559.0
1141,2559.89
1142,2550.89
1143,2522.81
1144,2486.03
1145,2452.63
1146,2438.36
1147,2442.19
1148,2447.96
1149,2435.17
1150,2407.93
1151,2351.91
1152,2234.81
1153,2135.07
1154,2086.41
1155,2063.7
1156,2054.15
1157,2060.1
1158,2118.76
1159,2290.84
1160,2372.64
1161,2411.73
1162,2444.59
1163,2481.8
1164,2490.17
1165,2510.09
1166,2510.12
1167,2491.7
1168,2475.2
1169,2457.05
1170,2456.3
1171,2462.04
1172,2460.99
1173,2443.76
1174,2402.29
1175,2325.74
1176,2206.01
1177,2134.13
1178,2086.53
1179,2066.01
1180,2060.65
1181,2070.21
1182,2131.38
1183,2289.87
1184,2364.56
1185,2403.36
1186,2432.88
1187,2476.42
1188,2481.84
1189,2498.28
1190,2497.99
1191,2484.02
1192,2470.19
1193,2448.18
1194,2437.38
1195,2440.41
1196,2445.76
1197,2438.71
1198,2419.88
1199,2358.09
1200,2246.44
1201,2160.89
1202,2111.3
1203,2089.24
1204,2083.42
1205,2089.89
1206,2149.74
1207,2324.08
1208,2416.99
1209,2452.64
1210,2484.41
1211,2522.57
1212,2544.21
1213,2566.81
1214,2574.05
1215,2550.36
1216,2522.46
1217,2494.17
1218,2476.28
1219,2480.79
1220,2489.94
1221,2484.6
1222,2442.91
1223,2375.24
1224,2253.17
1225,2160.98
1226,2111.14
1227,2088.34
1228,2082.11
1229,2090.06
1230,2155.55
1231,2344.45
1232,2468.07
1233,2515.22
1234,2550.8
1235,2582.46
1236,2574.17
1237,2582.1
1238,2573.76
1239,2544.41
1240,2504.37
1241,2467.2
1242,2451.13
1243,2456.41
1244,2462.95
1245,2451.41
1246,2417.19
1247,2350.15
1248,2234.85
1249,2152.0
1250,2101.27
1251,2079.54
1252,2075.19
1253,2085.29
1254,2159.2
1255,2362.87
1256,2514.46
1257,2564.28
1258,2601.97
1259,2644.79
1260,2646.26
1261,2623.8
1262,2608.71
1263,2596.61
1264,2582.51
1265,2571.61
1266,2551.41
1267,2546.84
1268,2550.55
1269,2542.91
1270,2500.04
1271,2418.87
1272,2290.8
1273,2198.71
1274,2145.5
1275,2120.94
1276,2112.71
1277,2119.24
1278,2185.43
1279,2376.55
1280,2534.65
1281,2604.03
1282,2634.27
1283,2647.85
1284,2632.63
1285,2618.02
1286,2603.2
1287,2579.82
1288,2565.42
1289,2540.38
1290,2516.01
1291,2506.28
1292,2506.45
1293,2486.07
1294,2436.69
1295,2368.6
1296,2248.84
1297,2148.62
1298,2097.58
1299,2074.7
1300,2068.78
1301,2076.17
1302,2139.94
1303,2324.63
1304,2463.61
1305,2517.94
1306,2568.79
1307,2613.47
1308,2624.43
1309,2611.47
1310,2598.49
1311,2576.32
1312,2562.46
1313,2546.5
1314,2531.43
1315,2522.38
1316,2518.27
1317,2492.66
1318,2446.94
1319,2376.47
1320,2255.84
1321,2157.37
1322,2103.79
1323,2079.82
1324,2073.47
1325,2081.24
1326,2143.81
1327,2322.79
1328,2439.87
1329,2485.91
1330,2523.62
1331,2556.75
1332,2555.59
1333,2571.91
1334,2572.58
1335,2547.86
1336,2523.46
1337,2493.31
1338,2472.77
1339,2471.84
1340,2477.6
1341,2462.35
1342,2419.02
1343,2347.42
1344,2230.49
1345,2128.84
1346,2081.27
1347,2060.43
1348,2056.77
1349,2068.77
1350,2134.39
1351,2309.46
1352,2405.02
1353,2452.89
1354,2490.76
1355,2527.37
1356,2540.61
1357,2545.71
1358,2546.37
1359,2520.21
1360,2487.71
1361,2451.66
1362,2435.04
1363,2440.13
1364,2445.18
1365,2430.83
1366,2399.01
1367,2339.62
1368,2227.84
1369,2140.12
1370,2091.81
1371,2071.72
1372,2065.38
1373,2071.24
1374,2127.52
1375,2285.55
1376,2370.94
1377,2419.93
1378,2467.17
1379,2505.51
1380,2519.69
1381,2533.27
1382,2531.15
1383,2512.33
1384,2487.69
1385,2455.64
1386,2435.1
1387,2438.97
1388,2452.09
1389,2443.09
1390,2420.17
1391,2365.02
1392,2249.78
1393,2154.11
1394,2107.94
1395,2088.49
1396,2085.24
1397,2094.78
1398,2159.02
1399,2342.95
1400,2458.45
1401,2514.06
1402,2554.95
1403,2595.53
1404,2602.76
1405,2625.08
1406,2611.47
1407,2593.89
1408,2576.05
1409,2541.07
1410,2504.94
1411,2490.26
1412,2494.54
1413,2483.64
1414,2459.95
1415,2384.07
1416,2266.08
1417,2177.79
1418,2126.38
1419,2103.9
1420,2098.38
1421,2104.74
1422,2168.6
1423,2358.36
1424,2517.73
1425,2569.74
1426,2613.06
1427,2640.4
1428,2622.72
1429,2590.7
1430,2577.26
1431,2553.9
1432,2539.25
1433,2526.37
1434,2508.14
1435,2501.84
1436,2505.88
1437,2484.55
1438,2433.52
1439,2358.58
1440,2238.57
1441,2146.01
1442,2095.92
1443,2075.09
1444,2072.56
1445,2083.15
1446,2146.63
1447,2328.62
1448,2460.03
1449,2509.19
1450,2556.43
1451,2597.93
1452,2590.75
1453,2571.32
1454,2552.11
1455,2525.91
1456,2507.04
1457,2486.7
1458,2453.63
1459,2431.2
1460,2425.72
1461,2411.62
1462,2372.91
1463,2304.21
1464,2191.69
1465,2111.53
1466,2067.17
1467,2049.07
1468,2047.01
1469,2057.25
1470,2117.72
1471,2285.51
1472,2388.82
1473,2437.34
1474,2483.27
1475,2528.11
1476,2538.06
1477,2548.19
1478,2538.97
1479,2518.04
1480,2481.49
1481,2432.82
1482,2385.05
1483,2361.88
1484,2366.92
1485,2357.43
1486,2330.11
1487,2286.34
1488,2206.85
1489,2128.29
1490,2083.49
1491,2064.42
1492,2060.59
1493,2069.41
1494,2125.75
1495,2250.02
1496,2336.31
1497,2387.0
1498,2420.09
1499,2465.87
1500,2498.61
1501,2514.24
1502,2519.38
1503,2506.49
1504,2475.64
1505,2416.39
1506,2375.89
1507,2371.78
1508,2384.11
1509,2378.65
1510,2357.13
1511,2322.05
1512,2232.75
1513,2131.3
1514,2087.4
1515,2066.19
1516,2061.45
1517,2071.32
1518,2128.58
1519,2290.77
1520,2384.73
1521,2445.88
1522,2489.62
1523,2542.44
1524,2564.26
1525,2587.75
1526,2591.12
1527,2570.56
1528,2544.93
1529,2502.11
1530,2469.55
1531,2473.49
1532,2492.2
1533,2489.23
1534,2469.6
1535,2384.74
1536,2263.1
1537,2165.26
1538,2112.42
1539,2088.08
1540,2080.02
1541,2084.75
1542,2146.42
1543,2331.13
1544,2485.79
1545,2540.26
1546,2582.02
1547,2619.02
1548,2619.15
1549,2599.5
1550,2588.95
1551,2563.41
1552,2552.19
1553,2538.98
1554,2514.74
1555,2509.12
1556,2514.7
1557,2500.73
1558,2450.18
1559,2360.08
1560,2235.74
1561,2121.84
1562,2071.5
1563,2047.6
1564,2039.76
1565,2045.91
1566,2101.76
1567,2267.43
1568,2383.16
1569,2433.95
1570,2473.74
1571,2507.41
1572,2515.81
1573,2541.9
1574,2544.62
1575,2526.13
1576,2498.11
1577,2457.05
1578,2429.08
1579,2418.32
1580,2424.57
1581,2416.92
1582,2396.24
1583,2322.43
1584,2211.85
1585,2110.08
1586,2065.56
1587,2045.79
1588,2040.18
1589,2046.09
1590,2100.47
1591,2262.24
1592,2388.15
1593,2442.81
1594,2485.13
1595,2538.4
1596,2555.94
1597,2556.04
1598,2549.46
1599,2523.65
1600,2501.78
1601,2479.05
1602,2452.81
1603,2441.15
1604,2453.28
1605,2439.49
1606,2394.23
1607,2303.15
1608,2184.54
1609,2091.18
1610,2045.88
1611,2028.76
1612,2027.14
1613,2036.59
1614,2093.95
1615,2264.78
1616,2413.85
1617,2474.48
1618,2525.27
1619,2569.95
1620,2591.1
1621,2588.03
1622,2574.56
1623,2547.25
1624,2524.32
1625,2501.34
1626,2459.86
1627,2440.75
1628,2440.98
1629,2429.24
1630,2396.52
1631,2302.14
1632,2189.6
1633,2092.03
1634,2044.02
1635,2022.89
1636,2016.6
1637,2020.47
1638,2073.6
1639,2239.2
1640,2395.98
1641,2451.53
1642,2500.65
1643,2534.66
1644,2537.37
1645,2533.77
1646,2521.19
1647,2500.74
1648,2484.57
1649,2462.52
1650,2442.51
1651,2421.59
1652,2426.78
1653,2407.82
1654,2364.35
1655,2269.99
1656,2164.96
1657,2073.35
1658,2025.6
1659,2006.01
1660,1999.75
1661,2006.65
1662,2067.29
1663,2240.95
1664,2397.74
1665,2456.92
1666,2509.2
1667,2541.36
1668,2544.25
1669,2537.14
1670,2532.47
1671,2519.98
1672,2507.8
1673,2495.27
1674,2476.44
1675,2438.71
1676,2433.85
1677,2418.39
1678,2381.92
1679,2286.57
1680,2177.81
1681,2085.1
1682,2039.88
1683,2019.38
1684,2013.52
1685,2019.13
1686,2071.08
1687,2229.04
1688,2339.7
1689,2401.84
1690,2451.8
1691,2504.2
1692,2532.92
1693,2552.59
1694,2541.13
1695,2524.14
1696,2504.34
1697,2462.12
1698,2420.71
1699,2403.8
1700,2409.79
1701,2402.38
1702,2378.99
1703,2289.29
1704,2179.16
1705,2084.65
1706,2037.82
1707,2016.34
1708,2009.0
1709,2015.29
1710,2069.73
1711,2228.87
1712,2349.26
1713,2421.1
1714,2471.52
1715,2528.2
1716,2547.44
1717,2557.29
1718,2544.43
1719,2517.6
1720,2490.29
1721,2463.89
1722,2425.92
1723,2397.98
1724,2396.57
1725,2388.58
1726,2341.95
1727,2248.47
1728,2142.29
1729,2071.36
1730,2024.11
1731,2002.35
1732,1995.6
1733,2000.39
1734,2048.02
1735,2191.01
1736,2295.68
1737,2356.87
1738,2399.57
1739,2447.58
1740,2466.92
1741,2473.41
1742,2468.39
1743,2444.27
1744,2406.94
1745,2347.88
1746,2313.02
1747,2300.49
1748,2311.09
1749,2309.92
1750,2295.48
1751,2238.79
1752,2148.68
1753,2062.01
1754,2017.65
1755,1999.61
1756,1994.71
1757,2001.74
1758,2056.09
1759,2212.34
1760,2353.02
1761,2415.39
1762,2459.38
1763,2498.0
1764,2511.05
1765,2506.66
1766,2499.39
1767,2477.99
1768,2461.08
1769,2436.06
1770,2406.83
1771,2381.51
1772,2386.47
1773,2381.89
1774,2342.28
1775,2253.07
1776,2152.98
1777,2073.96
1778,2026.44
1779,2003.8
1780,1995.38
1781,1999.48
1782,2048.3
1783,2197.08
1784,2331.81
1785,2386.1
1786,2430.71
1787,2487.99
1788,2503.11
1789,2494.82
1790,2483.1
1791,2459.46
1792,2434.67
1793,2406.03
1794,2389.43
1795,2374.07
1796,2389.12
1797,2382.54
1798,2350.74
1799,2266.38
1800,2160.62
1801,2094.45
1802,2049.65
1803,2031.04
1804,2027.19
1805,2033.1
1806,2093.86
1807,2274.45
1808,2461.21
1809,2543.98
1810,2571.6
1811,2590.28
1812,2585.1
1813,2575.29
1814,2564.12
1815,2547.34
1816,2534.02
1817,2521.46
1818,2515.11
1819,2497.88
1820,2485.1
1821,2450.66
1822,2395.13
1823,2288.71
1824,2170.84
1825,2078.31
1826,2030.35
1827,2010.43
1828,2006.05
1829,2012.75
1830,2066.62
1831,2230.45
1832,2358.1
1833,2419.99
1834,2467.72
1835,2520.16
1836,2536.51
1837,2530.42
1838,2524.51
1839,2519.34
1840,2508.23
1841,2482.48
1842,2441.02
1843,2405.46
1844,2401.45
1845,2398.54
1846,2360.09
1847,2275.74
1848,2170.52
1849,2081.96
1850,2033.61
1851,2013.66
1852,2010.35
1853,2020.58
1854,2084.23
1855,2264.21
1856,2438.0
1857,2504.07
1858,2557.65
1859,2602.52
1860,2603.53
1861,2605.65
1862,2594.78
1863,2572.34
1864,2545.48
1865,2510.68
1866,2484.91
1867,2443.89
1868,2430.95
1869,2410.03
1870,2357.66
