Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,4317.9224,4474.6527,3397.5113,2392.7983,2109.5817,1349.0578,1925.3921,9287.978,2542.5843
2,4118.1368,4276.668,3237.7855,2291.0039,1997.0687,1336.7482,1899.2255,8920.5122,2455.5817
3,4026.715,4190.6329,3154.9164,2230.4567,1946.19,1335.8771,1881.4146,8761.4465,2420.7372
4,4003.413,4181.808,3124.2886,2202.7314,1931.0642,1331.3719,1881.6599,8705.4996,2420.9258
5,4015.8895,4225.0241,3123.5191,2215.2084,1942.9512,1343.2713,1891.5774,8769.6424,2446.7658
6,4171.7587,4383.0921,3227.6118,2290.176,2010.2323,1400.0528,1961.4774,9356.7725,2586.2852
7,4692.5943,4917.6626,3620.3889,2488.788,2237.3201,1536.1727,2157.2677,10878.2919,2949.0775
8,5283.2264,5561.1073,4168.3352,2788.9477,2503.5598,1656.427,2346.2013,12359.5732,3316.81
9,5517.3042,5829.3593,4450.9267,2930.9694,2629.833,1694.8305,2418.6407,13020.378,3483.2827
10,5597.3257,5896.6796,4522.517,2967.9096,2680.816,1703.0779,2446.0311,13338.811,3546.0696
11,5623.6357,5926.0309,4551.6469,2989.3625,2687.8421,1698.8851,2451.1494,13550.8741,3592.6351
12,5566.1271,5843.1692,4492.0038,2968.8637,2657.1882,1682.905,2425.5845,13534.787,3578.6365
13,5513.0235,5758.6856,4415.9294,2899.3444,2613.8079,1675.5039,2388.6901,13395.8641,3516.5916
14,5446.018,5679.343,4379.8296,2900.3797,2571.2686,1669.6421,2357.4649,13185.0778,3480.7161
15,5402.6123,5639.7311,4357.4783,2914.5911,2567.7174,1654.5019,2347.6775,13031.8515,3425.9333
16,5388.3079,5601.6327,4353.454,2919.1381,2571.8418,1677.5977,2366.8786,13020.57,3409.1223
17,5436.1232,5627.2591,4357.724,2880.3752,2600.2572,1689.5312,2395.3221,13080.9599,3407.376
18,5446.8805,5630.5238,4342.945,2863.5216,2602.5367,1706.9335,2421.1743,13326.5755,3465.9702
19,5414.2741,5635.9671,4326.408,2865.0008,2594.2684,1691.2735,2381.1831,13226.8015,3453.2436
20,5371.3274,5619.6601,4313.2058,2870.3476,2580.2271,1671.3338,2343.6293,12961.6663,3398.2768
21,5291.1981,5534.8246,4247.1573,2847.795,2545.7166,1632.1092,2283.9209,12510.5682,3290.4251
22,5166.8161,5388.8345,4119.5567,2796.531,2490.885,1587.0723,2211.7089,11814.2444,3139.0591
23,4939.2237,5140.5847,3931.8658,2698.2642,2387.8247,1508.8485,2118.0551,10917.221,2939.5482
24,4623.8709,4790.9483,3653.7482,2539.4792,2228.9652,1439.8067,2019.905,9974.4998,2703.6575
25,4356.4765,4519.2765,3426.5881,2389.7325,2117.0677,1361.0344,1962.6719,9449.6763,2566.943
26,4155.2832,4319.3543,3266.0691,2287.923,2003.9071,1348.5125,1936.1673,9075.7414,2479.0417
27,4063.0231,4232.4004,3182.2538,2227.597,1952.9197,1347.2022,1917.924,8913.9828,2443.7796
28,4039.3538,4222.9378,3150.9612,2199.9828,1937.8142,1342.8428,1918.3144,8856.9343,2443.9186
29,4051.4694,4265.7491,3150.5861,2212.6954,1949.918,1355.2533,1928.0117,8920.3111,2469.7849
30,4207.3774,4423.7823,3256.3842,2287.2826,2017.3815,1411.8356,1998.7861,9512.8183,2609.1937
31,4728.2929,4957.1477,3654.6232,2486.3247,2245.8509,1548.0178,2197.5405,11048.4794,2972.7499
32,5319.7746,5599.9054,4208.6815,2787.3659,2513.4915,1669.3429,2389.7984,12546.3617,3341.7258
33,5555.565,5871.7661,4494.2031,2929.1254,2639.333,1708.5071,2463.7832,13219.4321,3509.9974
34,5637.9003,5943.9985,4564.1416,2965.5598,2690.5156,1716.7064,2491.7514,13548.8002,3574.757
35,5666.1721,5975.8373,4593.525,2986.8175,2697.6592,1712.8029,2497.5645,13768.9457,3622.6099
36,5609.6848,5893.8288,4533.5876,2965.7115,2667.0574,1697.3636,2471.6169,13756.6834,3609.3702
37,5556.4653,5808.4554,4456.6515,2895.5415,2624.2562,1689.9001,2434.1945,13618.1001,3547.5136
38,5489.4244,5728.857,4420.755,2896.5502,2582.0994,1684.2864,2402.7749,13405.8606,3511.5141
39,5446.1777,5689.9392,4399.1206,2910.7852,2578.1713,1668.6458,2393.0548,13250.8237,3456.6653
40,5432.2334,5651.9964,4394.7615,2914.7175,2582.6744,1691.6817,2413.2603,13240.7614,3440.2621
41,5480.7264,5678.4434,4397.9062,2876.0415,2611.4445,1704.1521,2442.0561,13304.6982,3439.4066
42,5492.036,5683.0827,4382.2033,2859.9896,2614.0161,1721.3685,2468.3976,13557.2618,3499.126
43,5460.1016,5689.7082,4364.9826,2862.0164,2606.0173,1705.5674,2428.4903,13460.503,3487.2162
44,5418.0162,5674.6207,4351.5648,2867.0781,2591.963,1685.6857,2391.0245,13194.5936,3432.7744
45,5338.8948,5591.1147,4285.7075,2844.4306,2557.6829,1646.3618,2330.6082,12737.412,3324.597
46,5214.4339,5444.4134,4157.8376,2793.2954,2503.0337,1600.7363,2256.4492,12028.8547,3171.7998
47,4985.1892,5194.3028,3967.8465,2695.3661,2399.384,1522.002,2160.8116,11115.2129,2970.2308
48,4666.5954,4841.0911,3685.456,2536.5999,2239.33,1452.3634,2060.0524,10154.6844,2731.9775
49,4298.2779,4453.1237,3403.2833,2385.5684,2104.5658,1353.8509,1940.5697,9352.3047,2532.0587
50,4099.5724,4256.1018,3244.1996,2283.6319,1992.1269,1341.3354,1913.986,8979.9467,2445.2428
51,4008.3559,4170.0048,3161.0467,2223.2602,1941.3929,1340.0621,1896.304,8818.4508,2410.491
52,3984.9946,4160.6583,3130.7442,2196.1203,1926.3119,1335.5624,1896.7776,8761.4028,2410.4
53,3997.0866,4202.449,3131.2802,2209.1556,1938.5293,1347.6429,1906.3986,8823.3647,2435.8179
54,4150.9543,4359.1384,3237.2945,2283.9354,2005.487,1404.468,1976.3132,9408.4769,2573.3244
55,4664.7038,4884.9302,3633.9467,2482.9192,2232.6241,1541.4271,2173.7248,10925.4166,2931.9255
56,5248.7615,5519.5363,4187.7212,2784.7649,2499.5268,1662.1451,2364.3885,12406.7682,3296.1175
57,5482.2456,5788.4918,4473.9437,2928.2718,2624.1866,1701.6826,2437.1927,13074.3876,3461.9619
58,5563.3599,5859.1624,4542.9859,2964.5389,2675.5092,1709.6266,2464.265,13401.3848,3525.4224
59,5591.0554,5889.7802,4570.4618,2984.9089,2682.2792,1705.2357,2468.9763,13617.1496,3571.6664
60,5534.8212,5807.8542,4508.7873,2962.5322,2650.8707,1689.9022,2443.1329,13600.7879,3557.5673
61,5481.2813,5723.0218,4432.1033,2890.6021,2607.6377,1681.964,2405.1829,13458.8263,3495.4091
62,5413.6286,5642.7667,4394.9495,2888.9812,2566.9886,1675.7239,2372.8744,13240.7808,3457.4533
63,5369.7053,5602.5207,4371.4926,2901.3103,2560.2706,1660.1223,2362.6132,13079.7359,3401.2654
64,5354.5942,5562.5369,4363.3224,2903.5319,2564.3074,1681.9853,2382.0932,13064.117,3383.293
65,5400.9454,5587.0119,4364.0998,2864.5324,2591.7702,1694.2991,2410.3973,13128.8659,3382.9389
66,5412.0752,5592.8316,4349.4675,2848.8071,2594.4896,1711.3403,2436.585,13377.1406,3441.8858
67,5381.2409,5600.1865,4333.2169,2851.7328,2588.0945,1695.5305,2396.8715,13280.6962,3429.8258
68,5338.6987,5584.1226,4318.4556,2856.0933,2573.7467,1675.7897,2358.7104,13011.8852,3374.1058
69,5257.6274,5498.3641,4248.7337,2832.2585,2537.9323,1635.9346,2298.4197,12555.0684,3266.3988
70,5133.1141,5352.0195,4119.0469,2779.1556,2482.7374,1590.3311,2225.5323,11858.058,3116.3601
71,4908.8995,5108.2355,3932.5175,2681.5533,2380.1231,1512.776,2132.1832,10966.6282,2920.0702
72,4599.3252,4765.8663,3656.0318,2525.1405,2223.1965,1443.7292,2033.7815,10026.4431,2687.7467
73,4344.5305,4505.3288,3484.7238,2417.4041,2144.4778,1370.7026,1976.0491,9456.5869,2532.0529
74,4143.6572,4305.8659,3323.259,2314.3343,2029.9614,1357.9782,1949.0244,9080.18,2444.583
75,4050.8789,4218.4058,3237.3042,2252.9331,1977.9114,1356.4204,1930.5287,8915.4551,2409.3678
76,4026.5305,4207.6339,3205.5984,2224.5329,1962.2201,1351.3065,1930.5019,8855.5607,2408.8664
77,4037.7367,4247.6351,3204.7864,2236.1853,1973.8344,1363.1716,1940.1767,8912.633,2433.0339
78,4188.1094,4400.9773,3310.4401,2309.043,2039.5943,1418.59,2009.8251,9485.2942,2565.72
79,4692.3001,4917.9483,3704.4473,2504.1919,2264.5877,1554.1483,2205.9286,10975.6389,2913.6533
80,5267.7536,5547.0203,4256.9014,2801.4803,2529.9748,1674.253,2396.1599,12444.4011,3270.4922
81,5507.9135,5824.6266,4551.1883,2948.4913,2659.2985,1715.8823,2473.1681,13134.893,3439.7476
82,5601.0234,5907.2297,4633.1578,2990.9829,2717.1016,1726.2984,2503.5976,13488.5883,3508.2293
83,5635.6744,5944.0007,4666.8414,3015.0587,2726.1909,1722.3833,2509.02,13717.0257,3555.7959
84,5581.0955,5862.0068,4604.4569,2993.4689,2695.3647,1707.0019,2482.5958,13704.8374,3542.0334
85,5526.2158,5775.5826,4525.007,2921.2478,2650.9253,1698.4902,2443.9723,13561.8179,3480.4144
86,5457.0607,5693.1978,4485.699,2918.1911,2608.8673,1692.1532,2411.4815,13341.5022,3441.8103
87,5411.1828,5649.9318,4460.0208,2929.6425,2601.9961,1676.5559,2401.3038,13177.7763,3385.2878
88,5395.8588,5609.9373,4452.4424,2932.3795,2605.7968,1699.1694,2421.4523,13161.4918,3367.7902
89,5443.0714,5637.0059,4455.9414,2894.9503,2634.0811,1712.2056,2451.8089,13234.1638,3370.8717
90,5457.2218,5647.5307,4445.6139,2881.5313,2638.5547,1729.6527,2478.7989,13490.2837,3431.7273
91,5428.4963,5657.8527,4430.4502,2885.7769,2633.4852,1713.4271,2438.8533,13399.316,3421.3986
92,5385.2325,5640.6839,4415.7388,2890.1184,2618.8867,1694.324,2398.7803,13127.6465,3365.2971
93,5301.7244,5550.7892,4343.6553,2864.7371,2581.4674,1653.4272,2336.4736,12667.0735,3257.9698
94,5176.061,5402.5181,4209.8687,2810.542,2524.6661,1607.8904,2263.3275,11968.2001,3109.6599
95,4951.8736,5159.3585,4020.0943,2711.8352,2421.0051,1530.2109,2169.1882,11078.2144,2916.0127
96,4643.5325,4817.2956,3741.3572,2555.1707,2263.203,1460.5521,2070.5871,10138.0027,2686.3373
97,4330.2196,4485.7648,3483.7214,2443.0214,2134.6084,1365.1447,1964.7666,9422.4341,2519.1678
98,4130.8507,4287.0417,3321.3779,2339.5825,2020.4589,1352.9668,1938.6329,9046.1059,2431.8753
99,4037.8253,4199.3839,3236.5018,2276.9542,1968.9811,1351.3483,1919.6148,8879.4102,2396.384
100,4012.585,4187.5372,3204.3985,2247.8239,1952.9607,1346.225,1918.7378,8815.8729,2395.329
101,4021.6387,4224.9666,3202.1815,2258.3407,1963.2968,1357.9179,1927.6812,8863.8735,2417.9203
102,4165.6767,4370.8416,3304.1164,2329.8401,2026.4951,1411.1619,1994.4636,9409.482,2544.4839
103,4650.7327,4866.7246,3684.1168,2522.5502,2242.876,1541.8476,2183.5324,10840.0957,2878.4583
104,5205.9164,5472.2441,4221.1344,2815.7408,2499.1941,1659.0157,2368.7919,12262.6013,3223.8247
105,5444.9048,5748.7139,4512.1592,2963.8033,2627.9517,1701.3954,2445.1993,12954.5906,3392.9711
