Timestamp,Total_Down_Reserve
209,2400.27
210,2418.59
211,2430.04
212,2436.73
213,2413.67
214,2370.98
215,2291.9
216,2170.06
217,2073.5
218,2020.5
219,1996.72
220,1993.46
221,2006.48
222,2073.25
223,2255.0
224,2415.19
225,2464.29
226,2489.46
227,2519.3
228,2533.67
229,2543.23
230,2543.63
231,2527.91
232,2518.72
233,2518.53
234,2530.7
235,2533.9
236,2522.33
237,2493.14
238,2449.01
239,2335.9
240,2209.14
241,2090.73
242,2031.12
243,2001.83
244,1992.87
245,1999.16
246,2067.15
247,2270.15
248,2498.12
249,2569.2
250,2593.32
251,2605.97
252,2588.87
253,2555.4
254,2530.95
255,2507.04
256,2494.6
257,2490.11
258,2498.3
259,2488.51
260,2470.1
261,2433.5
262,2382.45
263,2274.49
264,2149.36
265,2062.03
266,2008.87
267,1984.74
268,1978.57
269,1985.47
270,2044.85
271,2228.67
272,2408.23
273,2481.11
274,2512.18
275,2532.31
276,2528.11
277,2507.47
278,2494.96
279,2477.13
280,2474.21
281,2479.18
282,2497.08
283,2494.74
284,2481.38
285,2448.82
286,2401.02
287,2293.24
288,2168.31
289,2063.1
290,2010.88
291,1989.44
292,1985.4
293,1996.52
294,2066.38
295,2256.48
296,2424.81
297,2461.76
298,2466.61
299,2472.41
300,2466.92
301,2462.86
302,2446.98
303,2422.61
304,2399.57
305,2391.65
306,2399.98
307,2405.23
308,2407.09
309,2399.4
310,2372.46
311,2289.41
312,2176.92
313,2096.04
314,2046.03
315,2021.62
316,2014.99
317,2023.2
318,2088.58
319,2281.9
320,2433.17
321,2473.57
322,2486.8
323,2500.65
324,2491.33
325,2480.49
326,2469.82
327,2455.88
328,2440.08
329,2437.44
330,2444.12
331,2445.03
332,2443.63
333,2432.07
334,2387.99
335,2298.52
336,2168.67
337,2073.14
338,2020.82
339,2000.4
340,1997.81
341,2009.47
342,2076.28
343,2264.58
344,2397.9
345,2445.92
346,2462.75
347,2478.26
348,2482.88
349,2484.24
350,2473.3
351,2455.74
352,2444.95
353,2441.22
354,2448.41
355,2450.56
356,2448.96
357,2436.98
358,2414.35
359,2329.11
360,2199.85
361,2106.37
362,2053.78
363,2030.85
364,2024.92
365,2033.02
366,2098.85
367,2289.73
368,2437.53
369,2487.84
370,2514.59
371,2546.09
372,2555.93
373,2563.74
374,2563.77
375,2545.29
376,2530.54
377,2526.78
378,2535.19
379,2537.28
380,2529.39
381,2501.15
382,2446.83
383,2337.21
384,2205.46
385,2107.78
386,2052.31
387,2026.05
388,2018.62
389,2026.67
390,2093.62
391,2293.89
392,2468.36
393,2514.34
394,2531.4
395,2549.42
396,2549.28
397,2547.52
398,2538.68
399,2518.67
400,2495.9
401,2489.03
402,2498.71
403,2501.56
404,2495.47
405,2473.87
406,2422.98
407,2329.35
408,2198.59
409,2086.57
410,2033.73
411,2008.68
412,2000.36
413,2005.88
414,2071.16
415,2258.08
416,2425.69
417,2478.74
418,2496.17
419,2513.03
420,2503.72
421,2499.79
422,2485.79
423,2466.78
424,2449.33
425,2445.9
426,2453.58
427,2455.41
428,2454.13
429,2425.39
430,2376.11
431,2282.82
432,2159.7
433,2075.34
434,2023.83
435,2000.44
436,1992.65
437,1999.78
438,2061.57
439,2241.13
440,2401.18
441,2445.3
442,2455.07
443,2464.91
444,2449.32
445,2443.68
446,2431.93
447,2412.89
448,2390.39
449,2382.31
450,2391.15
451,2393.69
452,2387.38
453,2373.23
454,2342.76
455,2274.54
456,2164.82
457,2083.72
458,2036.92
459,2016.99
460,2014.91
461,2026.3
462,2094.05
463,2284.55
464,2449.71
465,2497.42
466,2520.63
467,2544.35
468,2554.16
469,2556.89
470,2544.74
471,2521.22
472,2498.84
473,2492.65
474,2496.58
475,2497.69
476,2492.1
477,2470.19
478,2419.45
479,2327.47
480,2204.46
481,2109.98
482,2058.59
483,2034.66
484,2027.21
485,2034.55
486,2100.99
487,2291.68
488,2423.14
489,2460.34
490,2468.91
491,2483.0
492,2473.93
493,2467.56
494,2456.22
495,2428.41
496,2401.36
497,2380.91
498,2374.21
499,2366.8
500,2354.12
501,2332.44
502,2299.57
503,2257.02
504,2156.47
505,2080.45
506,2034.86
507,2016.21
508,2012.57
509,2024.21
510,2086.54
511,2239.68
512,2337.59
513,2387.57
514,2404.74
515,2428.6
516,2435.27
517,2436.15
518,2426.06
519,2404.55
520,2382.95
521,2371.53
522,2379.23
523,2384.2
524,2383.05
525,2363.12
526,2335.59
527,2287.35
528,2177.55
529,2096.33
530,2049.28
531,2029.13
532,2024.36
533,2033.43
534,2095.75
535,2252.07
536,2341.76
537,2388.65
538,2408.41
539,2432.9
540,2440.48
541,2447.96
542,2442.21
543,2427.99
544,2407.41
545,2399.01
546,2412.03
547,2421.39
548,2420.07
549,2411.09
550,2388.3
551,2325.21
552,2211.17
553,2128.69
554,2078.46
555,2055.91
556,2048.59
557,2056.78
558,2127.24
559,2324.78
560,2455.8
561,2505.4
562,2524.82
563,2546.93
564,2542.32
565,2541.27
566,2528.1
567,2509.85
568,2486.71
569,2474.19
570,2480.69
571,2482.78
572,2480.52
573,2466.68
574,2430.04
575,2349.2
576,2211.34
577,2119.34
578,2064.98
579,2041.44
580,2033.74
581,2040.7
582,2100.82
583,2265.27
584,2353.31
585,2395.1
586,2413.06
587,2438.72
588,2456.24
589,2460.32
590,2454.47
591,2439.39
592,2423.16
593,2421.89
594,2439.09
595,2454.56
596,2463.43
597,2456.55
598,2435.36
599,2383.74
600,2249.9
601,2146.06
602,2089.21
603,2062.42
604,2053.37
605,2060.99
606,2122.51
607,2297.14
608,2380.7
609,2419.34
610,2432.38
611,2442.83
612,2447.67
613,2444.89
614,2434.38
615,2405.27
616,2381.74
617,2370.59
618,2371.86
619,2374.47
620,2368.95
621,2354.52
622,2332.82
623,2303.78
624,2214.91
625,2127.41
626,2082.31
627,2063.7
628,2057.66
629,2066.03
630,2128.32
631,2296.48
632,2386.67
633,2432.67
634,2452.12
635,2478.21
636,2475.74
637,2472.48
638,2468.95
639,2464.77
640,2449.7
641,2434.88
642,2436.03
643,2436.85
644,2432.79
645,2417.34
646,2390.52
647,2339.4
648,2227.79
649,2121.41
650,2072.42
651,2050.75
652,2044.19
653,2051.84
654,2114.93
655,2289.43
656,2382.8
657,2425.51
658,2437.66
659,2457.89
660,2470.61
661,2463.69
662,2449.44
663,2421.85
664,2393.37
665,2380.63
666,2383.29
667,2389.11
668,2388.38
669,2374.94
670,2355.29
671,2315.3
672,2204.87
673,2119.99
674,2072.79
675,2052.27
676,2047.06
677,2055.87
678,2117.57
679,2287.36
680,2381.41
681,2423.57
682,2437.74
683,2460.82
684,2477.05
685,2476.57
686,2461.21
687,2444.62
688,2424.8
689,2404.62
690,2396.39
691,2389.08
692,2379.2
693,2362.3
694,2334.77
695,2295.98
696,2194.22
697,2103.51
698,2052.74
699,2028.89
700,2023.19
701,2032.92
702,2097.02
703,2267.13
704,2360.16
705,2401.63
706,2415.8
707,2441.87
708,2451.65
709,2455.06
710,2453.49
711,2437.38
712,2419.03
713,2405.83
714,2412.62
715,2426.16
716,2432.14
717,2427.59
718,2408.85
719,2354.52
720,2233.51
721,2127.32
722,2072.12
723,2047.47
724,2039.59
725,2046.73
726,2111.13
727,2292.66
728,2413.47
729,2455.2
730,2472.36
731,2497.5
732,2507.48
733,2508.01
734,2497.51
735,2475.33
736,2452.72
737,2431.94
738,2430.55
739,2432.17
740,2423.93
741,2405.26
742,2374.9
743,2321.86
744,2213.93
745,2111.31
746,2059.29
747,2034.34
748,2027.45
749,2034.44
750,2097.83
751,2278.19
752,2389.75
753,2436.21
754,2458.75
755,2492.2
756,2496.28
757,2504.6
758,2506.32
759,2493.95
760,2475.84
761,2463.72
762,2467.32
763,2469.9
764,2464.76
765,2449.42
766,2417.42
767,2345.85
768,2223.84
769,2128.87
770,2079.52
771,2058.37
772,2052.8
773,2060.95
774,2123.75
775,2305.03
776,2439.97
777,2486.87
778,2511.65
779,2547.57
780,2547.67
781,2553.83
782,2548.14
783,2532.87
784,2514.56
785,2506.47
786,2512.36
787,2519.16
788,2520.37
789,2501.97
790,2451.45
791,2361.22
792,2228.45
793,2125.12
794,2069.73
795,2045.82
796,2038.18
797,2046.71
798,2114.7
799,2304.55
800,2449.84
801,2489.53
802,2502.66
803,2527.82
804,2528.18
805,2516.87
806,2500.39
807,2478.33
808,2450.92
809,2435.47
810,2438.47
811,2450.22
812,2452.27
813,2446.19
814,2424.65
815,2354.76
816,2231.6
817,2133.22
818,2078.09
819,2051.78
820,2041.42
821,2047.81
822,2118.52
823,2322.28
824,2496.54
825,2568.97
826,2591.12
827,2619.7
828,2613.24
829,2590.28
830,2568.32
831,2546.4
832,2528.43
833,2515.02
834,2508.14
835,2506.01
836,2498.14
837,2462.35
838,2404.45
839,2327.0
840,2206.43
841,2124.21
842,2067.94
843,2038.16
844,2025.46
845,2032.33
846,2098.18
847,2284.19
848,2441.68
849,2491.71
850,2520.02
851,2554.21
852,2555.05
853,2553.15
854,2544.52
855,2530.64
856,2522.03
857,2503.64
858,2498.5
859,2497.96
860,2496.74
861,2482.01
862,2431.06
863,2356.67
864,2225.51
865,2124.55
866,2072.95
867,2050.65
868,2044.76
869,2052.8
870,2115.3
871,2283.63
872,2371.31
873,2412.29
874,2431.92
875,2455.83
876,2441.77
877,2444.67
878,2429.72
879,2415.77
880,2401.41
881,2386.34
882,2384.01
883,2383.03
884,2376.49
885,2356.88
886,2332.05
887,2287.32
888,2194.7
889,2108.19
890,2060.89
891,2039.25
892,2034.01
893,2042.81
894,2105.61
895,2273.39
896,2377.34
897,2430.8
898,2460.27
899,2496.96
900,2505.05
901,2516.17
902,2513.0
903,2498.44
904,2482.97
905,2468.62
906,2469.41
907,2477.44
908,2479.87
909,2466.98
910,2426.32
911,2355.97
912,2226.47
913,2133.51
914,2078.76
915,2053.83
916,2047.38
917,2055.92
918,2122.19
919,2308.41
920,2434.47
921,2470.49
922,2489.71
923,2521.48
924,2520.91
925,2523.17
926,2510.56
927,2493.23
928,2474.02
929,2455.96
930,2456.11
931,2466.43
932,2473.86
933,2467.09
934,2429.68
935,2362.13
936,2240.77
937,2145.25
938,2096.16
939,2072.6
940,2065.06
941,2073.84
942,2140.57
943,2328.67
944,2457.8
945,2500.45
946,2522.69
947,2552.02
948,2547.19
949,2546.44
950,2537.08
951,2513.14
952,2484.16
953,2455.19
954,2450.31
955,2453.53
956,2449.56
957,2428.21
958,2397.1
959,2345.01
960,2230.93
961,2137.39
962,2084.84
963,2061.65
964,2054.66
965,2062.09
966,2127.12
967,2310.26
968,2414.06
969,2460.52
970,2487.81
971,2514.03
972,2524.87
973,2529.92
974,2514.67
975,2485.4
976,2454.89
977,2430.57
978,2423.09
979,2425.04
980,2423.33
981,2407.21
982,2376.99
983,2326.66
984,2210.91
985,2118.43
986,2065.66
987,2041.32
988,2034.54
989,2042.29
990,2106.49
991,2275.98
992,2371.73
993,2414.68
994,2446.65
995,2488.2
996,2493.61
997,2506.01
998,2509.18
999,2497.0
1000,2479.61
1001,2457.95
1002,2457.96
1003,2466.54
1004,2469.63
1005,2458.85
1006,2425.1
1007,2353.84
1008,2229.06
1009,2110.07
1010,2058.15
1011,2033.57
1012,2026.93
1013,2038.01
1014,2105.83
1015,2295.31
1016,2415.57
1017,2452.04
1018,2474.13
1019,2494.21
1020,2478.8
1021,2470.38
1022,2448.68
1023,2424.02
1024,2393.91
1025,2369.15
1026,2363.34
1027,2368.76
1028,2369.35
1029,2355.46
1030,2328.82
1031,2284.7
1032,2186.01
1033,2081.49
1034,2033.08
1035,2011.55
1036,2005.77
1037,2015.12
1038,2075.57
1039,2238.75
1040,2322.23
1041,2362.29
1042,2387.76
1043,2413.71
1044,2412.55
1045,2419.81
1046,2414.85
1047,2390.15
1048,2353.72
1049,2323.53
1050,2312.44
1051,2316.59
1052,2313.75
1053,2297.44
1054,2271.76
1055,2231.84
1056,2153.59
1057,2081.46
1058,2035.81
1059,2016.74
1060,2011.51
1061,2018.81
1062,2072.49
1063,2195.32
1064,2283.96
1065,2327.31
1066,2355.6
1067,2388.35
1068,2401.25
1069,2414.33
1070,2416.4
1071,2405.79
1072,2380.57
1073,2355.86
1074,2354.7
1075,2370.38
1076,2379.11
1077,2368.35
1078,2343.91
1079,2303.3
1080,2192.46
1081,2099.91
1082,2053.24
1083,2032.5
1084,2028.16
1085,2036.59
1086,2100.26
1087,2286.09
1088,2417.86
1089,2466.5
1090,2500.37
1091,2538.96
1092,2542.54
1093,2556.99
1094,2549.02
1095,2521.9
1096,2489.17
1097,2463.68
1098,2451.31
1099,2454.82
1100,2456.59
1101,2435.72
1102,2383.24
1103,2311.0
1104,2189.23
1105,2087.67
1106,2037.28
1107,2015.44
1108,2008.59
1109,2014.89
1110,2069.85
1111,2227.67
1112,2316.06
1113,2360.07
1114,2396.32
1115,2438.81
1116,2453.98
1117,2469.05
1118,2475.42
1119,2459.57
1120,2437.35
1121,2417.52
1122,2415.72
1123,2431.16
1124,2442.77
1125,2429.69
1126,2380.89
1127,2303.13
1128,2180.82
1129,2077.9
1130,2030.4
1131,2010.92
1132,2005.79
1133,2014.59
1134,2079.25
1135,2260.53
1136,2391.7
1137,2430.66
1138,2461.07
1139,2500.45
1140,2509.0
1141,2509.89
1142,2500.89
1143,2472.81
1144,2436.03
1145,2402.63
1146,2388.36
1147,2392.19
1148,2397.96
1149,2385.17
1150,2357.93
1151,2301.91
1152,2184.81
1153,2085.07
1154,2036.41
1155,2013.7
1156,2004.15
1157,2010.1
1158,2068.76
1159,2240.84
1160,2322.64
1161,2361.73
1162,2394.59
1163,2431.8
1164,2440.17
1165,2460.09
1166,2460.12
1167,2441.7
1168,2425.2
1169,2407.05
1170,2406.3
1171,2412.04
1172,2410.99
1173,2393.76
1174,2352.29
1175,2275.74
1176,2156.01
1177,2084.13
1178,2036.53
1179,2016.01
1180,2010.65
1181,2020.21
1182,2081.38
1183,2239.87
1184,2314.56
1185,2353.36
1186,2382.88
1187,2426.42
1188,2431.84
1189,2448.28
1190,2447.99
1191,2434.02
1192,2420.19
1193,2398.18
1194,2387.38
1195,2390.41
1196,2395.76
1197,2388.71
1198,2369.88
1199,2308.09
1200,2196.44
1201,2110.89
1202,2061.3
1203,2039.24
1204,2033.42
1205,2039.89
1206,2099.74
1207,2274.08
1208,2366.99
1209,2402.64
1210,2434.41
1211,2472.57
1212,2494.21
1213,2516.81
1214,2524.05
1215,2500.36
1216,2472.46
1217,2444.17
1218,2426.28
1219,2430.79
1220,2439.94
1221,2434.6
1222,2392.91
1223,2325.24
1224,2203.17
1225,2110.98
1226,2061.14
1227,2038.34
1228,2032.11
1229,2040.06
1230,2105.55
1231,2294.45
1232,2418.07
1233,2465.22
1234,2500.8
1235,2532.46
1236,2524.17
1237,2532.1
1238,2523.76
1239,2494.41
1240,2454.37
1241,2417.2
1242,2401.13
1243,2406.41
1244,2412.95
1245,2401.41
1246,2367.19
1247,2300.15
1248,2184.85
1249,2102.0
1250,2051.27
1251,2029.54
1252,2025.19
1253,2035.29
1254,2109.2
1255,2312.87
1256,2464.46
1257,2514.28
1258,2551.97
1259,2594.79
1260,2596.26
1261,2573.8
1262,2558.71
1263,2546.61
1264,2532.51
1265,2521.61
1266,2501.41
1267,2496.84
1268,2500.55
1269,2492.91
1270,2450.04
1271,2368.87
1272,2240.8
1273,2148.71
1274,2095.5
1275,2070.94
1276,2062.71
1277,2069.24
1278,2135.43
1279,2326.55
1280,2484.65
1281,2554.03
1282,2584.27
1283,2597.85
1284,2582.63
1285,2568.02
1286,2553.2
1287,2529.82
1288,2515.42
1289,2490.38
1290,2466.01
1291,2456.28
1292,2456.45
1293,2436.07
1294,2386.69
1295,2318.6
1296,2198.84
1297,2098.62
1298,2047.58
1299,2024.7
1300,2018.78
1301,2026.17
1302,2089.94
1303,2274.63
1304,2413.61
1305,2467.94
1306,2518.79
1307,2563.47
1308,2574.43
1309,2561.47
1310,2548.49
1311,2526.32
1312,2512.46
1313,2496.5
1314,2481.43
1315,2472.38
1316,2468.27
1317,2442.66
1318,2396.94
1319,2326.47
1320,2205.84
1321,2107.37
1322,2053.79
1323,2029.82
1324,2023.47
1325,2031.24
1326,2093.81
1327,2272.79
1328,2389.87
1329,2435.91
1330,2473.62
1331,2506.75
1332,2505.59
1333,2521.91
1334,2522.58
1335,2497.86
1336,2473.46
1337,2443.31
1338,2422.77
1339,2421.84
1340,2427.6
1341,2412.35
1342,2369.02
1343,2297.42
1344,2180.49
1345,2078.84
1346,2031.27
1347,2010.43
1348,2006.77
1349,2018.77
1350,2084.39
1351,2259.46
1352,2355.02
1353,2402.89
1354,2440.76
1355,2477.37
1356,2490.61
1357,2495.71
1358,2496.37
1359,2470.21
1360,2437.71
1361,2401.66
1362,2385.04
1363,2390.13
1364,2395.18
1365,2380.83
1366,2349.01
1367,2289.62
1368,2177.84
1369,2090.12
1370,2041.81
1371,2021.72
1372,2015.38
1373,2021.24
1374,2077.52
1375,2235.55
1376,2320.94
1377,2369.93
1378,2417.17
1379,2455.51
1380,2469.69
1381,2483.27
1382,2481.15
1383,2462.33
1384,2437.69
1385,2405.64
1386,2385.1
1387,2388.97
1388,2402.09
1389,2393.09
1390,2370.17
1391,2315.02
1392,2199.78
1393,2104.11
1394,2057.94
1395,2038.49
1396,2035.24
1397,2044.78
1398,2109.02
1399,2292.95
1400,2408.45
1401,2464.06
1402,2504.95
1403,2545.53
1404,2552.76
1405,2575.08
1406,2561.47
1407,2543.89
1408,2526.05
1409,2491.07
1410,2454.94
1411,2440.26
1412,2444.54
1413,2433.64
1414,2409.95
1415,2334.07
1416,2216.08
1417,2127.79
1418,2076.38
1419,2053.9
1420,2048.38
1421,2054.74
1422,2118.6
1423,2308.36
1424,2467.73
1425,2519.74
1426,2563.06
1427,2590.4
1428,2572.72
1429,2540.7
1430,2527.26
1431,2503.9
1432,2489.25
1433,2476.37
1434,2458.14
1435,2451.84
1436,2455.88
1437,2434.55
1438,2383.52
1439,2308.58
1440,2188.57
1441,2096.01
1442,2045.92
1443,2025.09
1444,2022.56
1445,2033.15
1446,2096.63
1447,2278.62
1448,2410.03
1449,2459.19
1450,2506.43
1451,2547.93
1452,2540.75
1453,2521.32
1454,2502.11
1455,2475.91
1456,2457.04
1457,2436.7
1458,2403.63
1459,2381.2
1460,2375.72
1461,2361.62
1462,2322.91
1463,2254.21
1464,2141.69
1465,2061.53
1466,2017.17
1467,1999.07
1468,1997.01
1469,2007.25
1470,2067.72
1471,2235.51
1472,2338.82
1473,2387.34
1474,2433.27
1475,2478.11
1476,2488.06
1477,2498.19
1478,2488.97
1479,2468.04
1480,2431.49
1481,2382.82
1482,2335.05
1483,2311.88
1484,2316.92
1485,2307.43
1486,2280.11
1487,2236.34
1488,2156.85
1489,2078.29
1490,2033.49
1491,2014.42
1492,2010.59
1493,2019.41
1494,2075.75
1495,2200.02
1496,2286.31
1497,2337.0
1498,2370.09
1499,2415.87
1500,2448.61
1501,2464.24
1502,2469.38
1503,2456.49
1504,2425.64
1505,2366.39
1506,2325.89
1507,2321.78
1508,2334.11
1509,2328.65
1510,2307.13
1511,2272.05
1512,2182.75
1513,2081.3
1514,2037.4
1515,2016.19
1516,2011.45
1517,2021.32
1518,2078.58
1519,2240.77
1520,2334.73
1521,2395.88
1522,2439.62
1523,2492.44
1524,2514.26
1525,2537.75
1526,2541.12
1527,2520.56
1528,2494.93
1529,2452.11
1530,2419.55
1531,2423.49
1532,2442.2
1533,2439.23
1534,2419.6
1535,2334.74
1536,2213.1
1537,2115.26
1538,2062.42
1539,2038.08
1540,2030.02
1541,2034.75
1542,2096.42
1543,2281.13
1544,2435.79
1545,2490.26
1546,2532.02
1547,2569.02
1548,2569.15
1549,2549.5
1550,2538.95
1551,2513.41
1552,2502.19
1553,2488.98
1554,2464.74
1555,2459.12
1556,2464.7
1557,2450.73
1558,2400.18
1559,2310.08
1560,2185.74
1561,2071.84
1562,2021.5
1563,1997.6
1564,1989.76
1565,1995.91
1566,2051.76
1567,2217.43
1568,2333.16
1569,2383.95
1570,2423.74
1571,2457.41
1572,2465.81
1573,2491.9
1574,2494.62
1575,2476.13
1576,2448.11
1577,2407.05
1578,2379.08
1579,2368.32
1580,2374.57
1581,2366.92
1582,2346.24
1583,2272.43
1584,2161.85
1585,2060.08
1586,2015.56
1587,1995.79
1588,1990.18
1589,1996.09
1590,2050.47
1591,2212.24
1592,2338.15
1593,2392.81
1594,2435.13
1595,2488.4
1596,2505.94
1597,2506.04
1598,2499.46
1599,2473.65
1600,2451.78
1601,2429.05
1602,2402.81
1603,2391.15
1604,2403.28
1605,2389.49
1606,2344.23
1607,2253.15
1608,2134.54
1609,2041.18
1610,1995.88
1611,1978.76
1612,1977.14
1613,1986.59
1614,2043.95
1615,2214.78
1616,2363.85
1617,2424.48
1618,2475.27
1619,2519.95
1620,2541.1
1621,2538.03
1622,2524.56
1623,2497.25
1624,2474.32
1625,2451.34
1626,2409.86
1627,2390.75
1628,2390.98
1629,2379.24
1630,2346.52
1631,2252.14
1632,2139.6
1633,2042.03
1634,1994.02
1635,1972.89
1636,1966.6
1637,1970.47
1638,2023.6
1639,2189.2
1640,2345.98
1641,2401.53
1642,2450.65
1643,2484.66
1644,2487.37
1645,2483.77
1646,2471.19
1647,2450.74
1648,2434.57
1649,2412.52
1650,2392.51
1651,2371.59
1652,2376.78
1653,2357.82
1654,2314.35
1655,2219.99
1656,2114.96
1657,2023.35
1658,1975.6
1659,1956.01
1660,1949.75
1661,1956.65
1662,2017.29
1663,2190.95
1664,2347.74
1665,2406.92
1666,2459.2
1667,2491.36
1668,2494.25
1669,2487.14
1670,2482.47
1671,2469.98
1672,2457.8
1673,2445.27
1674,2426.44
1675,2388.71
1676,2383.85
1677,2368.39
1678,2331.92
1679,2236.57
1680,2127.81
1681,2035.1
1682,1989.88
1683,1969.38
1684,1963.52
1685,1969.13
1686,2021.08
1687,2179.04
1688,2289.7
1689,2351.84
1690,2401.8
1691,2454.2
1692,2482.92
1693,2502.59
1694,2491.13
1695,2474.14
1696,2454.34
1697,2412.12
1698,2370.71
1699,2353.8
1700,2359.79
1701,2352.38
1702,2328.99
1703,2239.29
1704,2129.16
1705,2034.65
1706,1987.82
1707,1966.34
1708,1959.0
1709,1965.29
1710,2019.73
1711,2178.87
1712,2299.26
1713,2371.1
1714,2421.52
1715,2478.2
1716,2497.44
1717,2507.29
1718,2494.43
1719,2467.6
1720,2440.29
1721,2413.89
1722,2375.92
1723,2347.98
1724,2346.57
1725,2338.58
1726,2291.95
1727,2198.47
1728,2092.29
1729,2021.36
1730,1974.11
1731,1952.35
1732,1945.6
1733,1950.39
1734,1998.02
1735,2141.01
1736,2245.68
1737,2306.87
1738,2349.57
1739,2397.58
1740,2416.92
1741,2423.41
1742,2418.39
1743,2394.27
1744,2356.94
1745,2297.88
1746,2263.02
1747,2250.49
1748,2261.09
1749,2259.92
1750,2245.48
1751,2188.79
1752,2098.68
1753,2012.01
1754,1967.65
1755,1949.61
1756,1944.71
1757,1951.74
1758,2006.09
1759,2162.34
1760,2303.02
1761,2365.39
1762,2409.38
1763,2448.0
1764,2461.05
1765,2456.66
1766,2449.39
1767,2427.99
1768,2411.08
1769,2386.06
1770,2356.83
1771,2331.51
1772,2336.47
1773,2331.89
1774,2292.28
1775,2203.07
1776,2102.98
1777,2023.96
1778,1976.44
1779,1953.8
1780,1945.38
1781,1949.48
1782,1998.3
1783,2147.08
1784,2281.81
1785,2336.1
1786,2380.71
1787,2437.99
1788,2453.11
1789,2444.82
1790,2433.1
1791,2409.46
1792,2384.67
1793,2356.03
1794,2339.43
1795,2324.07
1796,2339.12
1797,2332.54
1798,2300.74
1799,2216.38
1800,2110.62
1801,2044.45
1802,1999.65
1803,1981.04
1804,1977.19
1805,1983.1
1806,2043.86
1807,2224.45
1808,2411.21
1809,2493.98
1810,2521.6
1811,2540.28
1812,2535.1
1813,2525.29
1814,2514.12
1815,2497.34
1816,2484.02
1817,2471.46
1818,2465.11
1819,2447.88
1820,2435.1
1821,2400.66
1822,2345.13
1823,2238.71
1824,2120.84
1825,2028.31
1826,1980.35
1827,1960.43
1828,1956.05
1829,1962.75
1830,2016.62
1831,2180.45
1832,2308.1
1833,2369.99
1834,2417.72
1835,2470.16
1836,2486.51
1837,2480.42
1838,2474.51
1839,2469.34
1840,2458.23
1841,2432.48
1842,2391.02
1843,2355.46
1844,2351.45
1845,2348.54
1846,2310.09
1847,2225.74
1848,2120.52
1849,2031.96
1850,1983.61
1851,1963.66
1852,1960.35
1853,1970.58
1854,2034.23
1855,2214.21
1856,2388.0
1857,2454.07
1858,2507.65
1859,2552.52
1860,2553.53
1861,2555.65
1862,2544.78
1863,2522.34
1864,2495.48
1865,2460.68
1866,2434.91
1867,2393.89
1868,2380.95
1869,2360.03
1870,2307.66
