Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,0.0,561.7516,138.5075,297.5706,213.412,480.6328,0.0,900.2198,272.0329
2,0.0,506.2823,115.1909,270.0682,199.4091,473.9582,0.0,896.2887,190.5171
3,0.0,481.6025,110.5422,253.4741,193.1399,474.3732,0.0,900.6636,132.6564
4,0.0,486.1821,110.4807,247.3117,191.9994,469.6101,0.0,910.0497,98.1698
5,0.0,501.6247,113.0051,253.6075,193.919,476.6373,0.0,927.7775,84.3845
6,0.0,552.4518,129.5942,273.7873,202.6559,518.5829,0.0,947.2345,214.4952
7,0.0,709.0893,189.4407,325.6481,231.6871,610.4935,0.0,981.6516,641.9124
8,0.0,889.4897,273.133,406.9808,265.3945,685.8386,0.0,1008.5644,759.5114
9,0.0,965.2133,318.6822,446.9708,281.4224,691.5326,0.0,1021.6528,783.2749
10,0.0,984.1539,330.3818,455.9578,287.8934,696.9661,0.0,1026.9115,811.3978
11,0.0,991.176,335.1118,460.0425,288.7698,693.8861,0.0,1040.2511,846.3996
12,0.0,963.5842,325.146,453.1618,284.5291,704.7224,0.0,1049.8446,887.6415
13,0.0,930.4562,313.0403,434.0906,278.5443,694.0969,0.0,1044.9207,897.475
14,0.0,904.5618,307.6551,435.9873,272.6276,686.8206,0.0,1020.9753,887.3376
15,0.0,897.2822,304.5742,442.5399,272.2161,688.1613,0.0,984.6775,868.4012
16,0.0,892.4103,304.2766,445.5329,273.1469,692.0608,0.0,957.3473,828.9265
17,0.0,900.9716,304.9416,435.8067,277.2154,694.2221,0.0,953.7664,795.2765
18,0.0,898.1379,302.6436,432.3781,277.5458,698.7321,0.0,965.1563,789.9979
19,0.0,896.2098,299.938,434.8196,276.5168,698.3217,0.0,974.1242,792.8824
20,0.0,890.3344,297.3924,436.3965,274.7359,698.215,0.0,985.5875,796.6073
21,0.0,867.2511,286.9445,432.1006,270.2793,671.22,0.0,992.9057,801.6196
22,0.0,827.7225,267.2529,419.7315,263.2208,642.7808,0.0,995.4962,675.3751
23,0.0,757.5155,239.0053,394.1003,249.9995,591.6747,0.0,990.2229,342.018
24,0.0,673.095,196.5696,354.8665,229.755,538.9637,0.0,980.6167,0.0
25,0.0,599.8559,170.5717,316.4943,216.6166,482.329,0.0,979.9738,0.0
26,0.0,555.7775,148.2992,290.7586,202.243,472.2093,0.0,982.5613,0.0
27,0.0,531.0349,138.0258,276.3696,195.2546,470.6309,0.0,973.3419,0.0
28,0.0,511.4974,135.4339,268.9585,193.9404,469.4584,0.0,966.2584,0.0
29,0.0,526.1056,136.6238,272.3903,195.863,477.7368,0.0,979.3377,0.0
30,0.0,570.0997,152.4484,293.8678,204.7821,518.3068,0.0,1019.9234,0.0
31,0.0,713.6333,208.1289,345.3156,233.6215,610.5764,0.0,1047.0447,221.6336
32,0.0,885.3567,287.7999,421.9476,267.5102,694.1104,0.0,1074.1183,744.3669
33,0.0,957.7526,330.485,458.2799,283.5351,707.5409,0.0,1089.1628,879.8554
34,0.0,979.1956,341.011,467.9249,290.0928,704.873,0.0,1097.9927,888.08
35,0.0,986.5591,345.3369,472.9862,290.9908,705.9209,0.0,1108.6512,920.8866
36,0.0,960.6076,336.891,467.8979,286.827,713.6267,0.0,1112.1538,897.7409
