Timestamp,Onshore,Offshore,PV,Run_of_river
1,1763.6506260779142,2395.0918978899635,9.149917199005698e-06,263.9317008303641
2,1760.8011748428162,2356.394814887384,1.0045114579513e-05,263.9317008303641
3,1786.238684121323,2358.318078392512,9.770701957912998e-06,263.9317008303641
4,1825.2292371949643,2376.709820339024,1.0002572843672498e-05,263.9317008303641
5,1850.3778066948407,2425.166352425775,9.214396433463e-06,263.9317008303641
6,1864.911206076644,2483.6477257849137,9.048245144445e-06,263.9317008303641
7,1913.418911513376,2505.717276257288,9.224470277827998e-06,263.9317008303641
8,1956.453589322714,2564.771475754535,9.365412181242e-06,263.9317008303641
9,1981.3343001896965,2652.7654972237474,9.362941653792996e-06,263.9317008303641
10,2008.28045318848,2767.367046574472,2.298230834617772,263.9317008303641
11,2012.4743762878109,2829.0492787744965,128.2869043202846,263.9317008303641
12,1999.9843206672688,2872.404670264345,332.4814638755018,263.9317008303641
13,1986.081987583104,2884.5621398828,518.3877363847633,263.9317008303641
14,1929.394806501725,2820.3485748832336,567.490488834399,263.9317008303641
15,1893.6853655578657,2764.9358191692027,450.318696093311,263.9317008303641
16,1884.6769235716847,2762.411983130244,229.7900127913338,263.9317008303641
17,1900.91131684498,2755.207172056218,26.14049276283356,263.9317008303641
18,1923.517214983734,2729.9020411383603,6.762621151923e-06,263.9317008303641
19,1951.057794486749,2725.3575362442944,7.930652730907399e-06,263.9317008303641
20,1955.4634945451376,2745.1863823667327,8.949617217268e-06,263.9317008303641
21,1964.8086736868,2772.0623463228635,9.198647940025698e-06,263.9317008303641
22,1997.978253789668,2832.383158420743,1.0410774185175e-05,263.9317008303641
23,2017.9943275853948,2879.098171941224,1.0869455217295998e-05,263.9317008303641
24,2041.5883013677608,2879.94377762475,1.0940818536635e-05,263.9317008303641
25,2059.885668725314,2873.635377505452,1.1273947177089996e-05,265.6994437305561
26,2089.5677259999534,2880.885118671387,1.144324808341e-05,265.6994437305561
27,2107.709397310012,2888.010200199304,1.1761595209377e-05,265.6994437305561
28,2141.4437538812863,2925.5764597461293,1.216000025487e-05,265.6994437305561
29,2190.9968043461,2901.792351190184,1.34962775776855e-05,265.6994437305561
30,2225.784761901624,2875.661844499592,1.29321545010645e-05,265.6994437305561
31,2239.9191304813903,2888.532409257464,1.2172177913376e-05,265.6994437305561
32,2262.398214570708,2930.122693212368,1.1140226797036995e-05,265.6994437305561
33,2282.88136045663,2915.927021438682,1.1015940667381e-05,265.6994437305561
34,2308.2055530802822,2931.200579397142,2.897458541007297,265.6994437305561
35,2318.971740051365,2964.3057313764907,143.78956196468062,265.6994437305561
36,2261.0919713087947,2932.006846260725,406.3985531721414,265.6994437305561
37,2239.7611580943844,2921.552991348212,622.8844787612389,265.6994437305561
38,2228.521802225153,2913.274175081472,640.4161911796085,265.6994437305561
39,2215.6580419900174,2947.319943605548,505.766054774916,265.6994437305561
40,2246.4747853790263,2980.4578927732123,268.4290341832679,265.6994437305561
41,2276.41503140958,3031.88707990455,34.84565223453056,265.6994437305561
42,2302.0459139138925,3111.165601733388,9.8708736954555e-06,265.6994437305561
