Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,413.4399,1575.0434,528.1246,727.1099,859.0708,1031.2118,992.4877,1804.7527,901.8884
2,413.4024,1574.794,524.4064,726.4452,858.1425,1029.3312,985.822,1801.257,900.631
3,413.2696,1576.9167,516.3161,726.1882,857.7228,1028.0824,991.5475,1804.0463,902.6791
4,413.9161,1577.7882,511.8395,725.333,857.598,1030.1822,996.9849,1808.3991,906.3722
5,413.9192,1576.0163,509.2957,723.8474,857.6961,1031.3351,1000.1737,1816.9255,909.2308
6,414.3266,1571.2549,509.2321,724.2905,858.2511,1026.2782,1010.821,1828.4159,912.1308
7,418.489,1571.7621,512.3131,726.4642,860.1246,1024.381,1021.7839,1845.8494,919.7106
8,423.231,1573.7072,521.857,728.3341,862.3211,1025.1913,1027.4311,1860.2976,927.0989
9,424.3434,1573.0672,525.768,728.067,863.3628,1028.1125,1033.4438,1866.6714,931.3788
10,424.388,1572.5886,527.0552,729.1984,863.7835,1031.1627,1038.4937,1868.4236,935.286
11,424.2451,1573.2865,528.4035,730.9398,863.8428,1029.4292,1043.3798,1869.9507,942.0837
12,424.4662,1574.7437,528.2158,731.893,863.6988,1035.7918,1046.1394,1868.8336,950.1935
13,425.3977,1578.0074,524.8006,731.4362,863.5429,1029.7191,1031.6614,1861.8914,956.7419
14,424.3638,1577.4586,521.5634,730.0897,863.3189,1025.6071,1027.7012,1851.4812,952.9849
15,423.1983,1575.6909,517.7997,727.9769,863.2286,1026.5456,1033.2134,1838.3921,943.6791
16,422.9036,1575.9894,512.8551,726.4698,863.0667,1028.5758,1047.8606,1832.1776,932.9238
17,423.6071,1578.8338,512.7207,725.5882,863.1296,1029.7091,1054.4514,1833.0616,925.3113
18,424.9127,1581.9943,512.1596,724.5199,863.1376,1032.1433,1054.6597,1838.3387,926.5163
19,425.201,1584.1783,514.888,722.6602,863.0694,1032.052,1056.7665,1841.4629,928.8921
20,426.1648,1585.1182,518.5524,722.5704,862.9536,1033.8697,1057.5815,1845.1113,928.984
21,426.1922,1583.4033,517.908,720.8875,862.6689,1033.9797,1058.0748,1848.4483,929.1413
22,426.0697,1581.7686,515.32,719.5189,862.2165,1028.7681,1055.3742,1848.2124,931.3557
