Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,241.4399,1575.0434,383.1246,427.1099,439.0708,616.2118,691.4877,1079.7527,901.8884
2,241.4024,1574.794,379.4064,426.4452,438.1425,614.3312,684.822,1076.257,900.631
3,241.2696,1576.9167,371.3161,426.1882,437.7228,613.0824,690.5475,1079.0463,902.6791
4,241.9161,1577.7882,366.8395,425.333,437.598,615.1822,695.9849,1083.3991,906.3722
5,241.9192,1576.0163,364.2957,423.8474,437.6961,616.3351,699.1737,1091.9255,909.2308
6,242.3266,1571.2549,364.2321,424.2905,438.2511,611.2782,709.821,1103.4159,912.1308
7,246.489,1571.7621,367.3131,426.4642,440.1246,609.381,720.7839,1120.8494,919.7106
8,251.231,1573.7072,376.857,428.3341,442.3211,610.1913,726.4311,1135.2976,927.0989
9,252.3434,1573.0672,380.768,428.067,443.3628,613.1125,732.4438,1141.6714,931.3788
10,252.388,1572.5886,382.0552,429.1984,443.7835,616.1627,737.4937,1143.4236,935.286
11,252.2451,1573.2865,383.4035,430.9398,443.8428,614.4292,742.3798,1144.9507,942.0837
12,252.4662,1574.7437,383.2158,431.893,443.6988,620.7918,745.1394,1143.8336,950.1935
13,253.3977,1578.0074,379.8006,431.4362,443.5429,614.7191,730.6614,1136.8914,956.7419
14,252.3638,1577.4586,376.5634,430.0897,443.3189,610.6071,726.7012,1126.4812,952.9849
15,251.1983,1575.6909,372.7997,427.9769,443.2286,611.5456,732.2134,1113.3921,943.6791
16,250.9036,1575.9894,367.8551,426.4698,443.0667,613.5758,746.8606,1107.1776,932.9238
17,251.6071,1578.8338,367.7207,425.5882,443.1296,614.7091,753.4514,1108.0616,925.3113
18,252.9127,1581.9943,367.1596,424.5199,443.1376,617.1433,753.6597,1113.3387,926.5163
19,253.201,1584.1783,369.888,422.6602,443.0694,617.052,755.7665,1116.4629,928.8921
20,254.1648,1585.1182,373.5524,422.5704,442.9536,618.8697,756.5815,1120.1113,928.984
21,254.1922,1583.4033,372.908,420.8875,442.6689,618.9797,757.0748,1123.4483,929.1413
22,254.0697,1581.7686,370.32,419.5189,442.2165,613.7681,754.3742,1123.2124,931.3557
23,253.0217,1580.8224,366.2851,418.7917,441.3663,610.5541,753.2241,1119.0592,931.8742
24,251.8603,1576.1345,364.2508,416.0804,440.0557,620.1605,756.5814,1113.8361,932.0876
25,249.4883,1574.1677,358.2468,414.793,439.0101,623.6273,746.2768,1112.8805,932.6018
26,247.7627,1569.604,355.3157,413.7866,438.0765,625.2816,744.7248,1112.8859,934.6381
27,246.3751,1569.3497,352.2274,412.7341,437.6558,626.0089,744.7787,1113.2194,936.0545
28,245.8523,1572.1234,349.5411,412.7275,437.5312,624.0569,747.6304,1115.203,939.406
