Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,0.0,1840.6016,351.9769,564.026,344.3696,276.359,798.5337,175.2198,685.5669
2,0.0,1839.0204,344.549,563.1136,340.2328,272.8929,778.0146,171.2887,676.0719
3,0.0,1837.476,326.1945,563.0375,338.6012,270.7086,785.8665,175.6636,679.5924
4,0.0,1822.2716,315.9124,560.514,333.5299,274.2854,804.3268,185.0497,688.9106
5,0.0,1816.8224,309.9318,555.3374,330.751,276.4802,815.1324,202.7775,702.6189
6,0.0,1806.5787,308.9201,555.8529,329.7444,268.6052,839.9934,222.2345,718.5768
7,0.0,1784.7704,312.9181,560.5921,328.8271,267.4969,865.5544,256.6516,735.7162
8,0.0,1768.7208,330.8415,562.9787,332.4654,270.8386,889.0608,283.5644,759.5114
9,0.0,1757.1697,337.7055,560.2209,335.4965,276.5326,906.6298,296.6528,783.2749
10,0.0,1754.5978,340.1421,563.5564,337.8137,281.9661,918.6625,301.9115,811.3978
11,0.0,1757.4042,343.0743,569.1526,338.5232,278.8861,933.6304,315.2511,846.3996
12,0.0,1774.5565,343.574,572.6397,342.8127,289.7224,955.9916,324.8446,887.6415
13,0.0,1807.062,337.4168,572.0181,345.8628,279.0969,925.6167,319.9207,918.6029
14,0.0,1820.7765,330.6573,567.4637,349.2653,271.8206,910.9392,295.9753,905.3541
15,0.0,1810.1316,321.3515,560.1359,350.0597,273.1613,917.3888,259.6775,868.4012
16,0.0,1793.0687,308.4674,554.9854,346.8359,277.0608,937.8979,232.3473,828.9265
17,0.0,1788.7068,307.7715,552.5171,343.8891,279.2221,951.3676,228.7664,795.2765
18,0.0,1799.8755,306.5721,549.1322,342.9077,283.7321,946.423,240.1563,789.9979
19,0.0,1810.5249,313.1304,542.837,342.3844,283.3217,943.1321,249.1242,792.8824
20,0.0,1813.6777,321.864,542.4642,341.8856,286.1599,940.9944,260.5875,796.6073
21,0.0,1813.9534,320.8946,537.0798,340.9215,285.7203,923.8517,267.9057,801.6196
22,0.0,1811.2089,315.8604,533.1312,340.534,275.9393,897.4989,270.4962,816.0646
23,0.0,1814.843,307.9188,531.9617,339.877,269.0961,885.3126,265.2229,825.134
24,0.0,1782.561,305.4344,524.8873,336.7687,284.6802,889.0197,255.6167,825.0072
25,0.0,1778.4047,293.9389,522.4905,334.7617,289.4384,883.1435,254.9738,824.2663
26,0.0,1756.5662,288.3701,520.4249,333.7942,292.1119,877.232,257.5613,828.6281
27,0.0,1759.5591,281.7958,517.6615,336.5075,293.3548,883.5846,259.3668,832.1217
28,0.0,1795.9881,275.7328,518.0002,332.5819,289.8925,891.4794,272.1707,844.4989
29,0.0,1788.8664,271.6631,517.7433,329.8584,290.459,903.9306,278.5226,847.3462
30,0.0,1786.5863,268.7,513.3622,327.9259,287.7889,902.3322,294.9234,849.3742
31,0.0,1792.5981,273.602,513.6561,329.7482,293.7364,910.3177,322.0447,859.7115
32,0.0,1808.6961,283.4011,518.2036,334.1873,298.4448,919.2833,349.1183,877.0672
33,0.0,1821.515,290.9385,520.5548,337.5075,292.5409,926.0543,364.1628,879.8554
34,0.0,1819.0519,292.0255,520.2014,339.0078,289.873,935.8431,372.9927,888.08
35,0.0,1823.2472,291.3069,522.1558,339.7672,290.9209,948.1334,383.6512,920.8866
36,0.0,1833.2207,295.8414,520.4417,340.411,299.4126,959.2004,387.1538,950.3927
37,0.0,1848.0223,302.0116,525.9108,341.4796,293.5362,931.5345,386.5824,980.9605
38,0.0,1854.0089,305.691,530.7702,344.4565,293.9002,925.2081,373.4735,980.0885
39,0.0,1841.5899,307.1647,526.6121,347.115,294.1949,924.5166,349.6585,961.3096
40,0.0,1821.0941,309.9947,523.5777,345.8757,295.7284,930.4204,326.6474,931.8687
41,0.0,1801.4187,311.846,518.4596,343.2337,294.7165,930.3754,329.4453,906.8277
42,0.0,1796.3227,314.4758,521.1062,342.5572,291.8128,930.7217,338.3566,921.3723
43,0.0,1799.1943,316.6926,523.5866,341.0438,289.5294,938.8664,340.3492,930.772
44,0.0,1793.2288,321.4827,521.4264,339.4252,290.3334,941.5788,336.0399,939.0267
45,0.0,1797.095,321.4255,526.1487,338.4727,290.6732,961.752,322.4865,935.664
46,0.0,1801.716,314.017,527.1354,337.8719,287.1903,962.2198,308.8295,927.6321
47,0.0,1808.898,298.7376,525.9681,337.2783,283.1942,959.2016,291.1364,912.1537
48,0.0,1803.9835,292.2115,524.2216,337.4097,282.6204,964.8814,280.2253,887.1595
49,0.0,1794.8299,278.1328,523.7964,336.3398,272.7587,944.4306,260.7848,879.164
50,0.0,1799.8034,272.3955,523.5645,335.8065,270.5112,934.8816,238.9953,863.8103
51,0.0,1819.4335,269.719,526.1284,333.0092,265.1387,914.0652,217.5117,858.5267
52,0.0,1833.0373,279.7468,529.0907,332.4575,266.0067,896.87,207.0356,851.4576
53,0.0,1833.2435,291.135,532.3742,335.7318,264.3403,876.5489,194.8625,845.1971
54,0.0,1833.368,307.1066,534.6726,340.7709,265.7926,855.012,196.9562,845.5517
55,0.0,1847.1099,326.7953,534.2473,345.4066,268.595,834.6413,208.4819,847.4521
56,0.0,1865.4885,345.1354,539.8627,349.8233,269.9294,825.9508,225.0904,848.1658
57,0.0,1864.0844,359.716,544.4134,352.3832,265.5652,828.9643,238.4247,842.6732
58,0.0,1868.0448,374.0435,543.2285,354.7924,260.5242,836.2114,251.7205,839.2107
59,0.0,1866.5363,381.8371,543.0289,356.598,260.1831,846.9562,279.8594,859.616
60,0.0,1869.9925,376.3945,538.3398,355.0425,274.1748,868.4397,316.6194,884.2439
61,0.0,1877.4257,364.6084,543.62,353.2113,267.3517,864.8718,331.1877,913.9098
62,0.0,1885.4525,353.7967,543.0389,352.6027,254.9487,857.2307,324.9552,919.9953
