Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,5760.7024,3754.1533,1157.2837,2029.5292,2570.2628,2747.3507,-2758.6348,9229.683,429.7893
2,5439.8232,3386.1554,977.0604,1843.8184,2414.8867,2722.8009,-2690.7888,8668.8052,305.2933
3,5294.2232,3224.0432,974.2625,1730.6139,2343.4258,2734.1293,-2784.7759,8382.6606,211.4324
4,5249.8514,3281.0046,995.1116,1693.4112,2345.1926,2692.4939,-2893.1465,8232.5589,154.4102
5,5269.8828,3395.7246,1031.4298,1747.2738,2377.7446,2724.0144,-2936.0385,8221.2813,130.1202
6,5516.1914,3761.7104,1185.4888,1884.9624,2488.1198,2998.0606,-2945.5803,9033.6704,323.375
7,6309.3385,4886.6562,1717.9184,2229.904,2848.2152,3535.2772,-2694.7567,11256.157,945.1783
8,7208.5416,6185.6482,2383.4613,2779.2929,3246.7429,3980.762,-2432.1502,13460.5029,1544.8984
9,7573.0965,6755.8094,2741.5854,3062.0971,3429.2076,4091.8509,-2385.902,14438.6521,1749.7331
10,7701.3041,6898.1823,2827.9469,3111.822,3497.3916,4087.335,-2403.7609,14919.2094,1725.7144
11,7733.6675,6937.0422,2850.9471,3119.1814,3504.8125,4091.772,-2482.7103,15187.5842,1622.7189
12,7547.6553,6678.7777,2763.3646,3060.1967,3433.8453,3956.6168,-2657.0596,15114.6406,1360.9429
13,7368.7889,6333.5,2694.4436,2933.3582,3347.928,3999.485,-2539.1085,14935.0533,1058.3702
14,7244.0917,6109.9892,2685.7302,2962.0849,3262.5633,4025.6474,-2519.3341,14747.6189,1061.7007
15,7225.2607,6096.644,2711.9498,3031.8537,3253.8349,3957.6185,-2588.6193,14724.185,1165.4429
16,7307.9414,6121.3906,2786.288,3070.6774,3279.089,4021.2257,-2694.8004,14864.0975,1365.4205
17,7448.9089,6195.0782,2796.5546,3012.4319,3340.6543,4053.1044,-2722.2554,14977.234,1556.7077
18,7453.7708,6137.2503,2783.0822,3000.7018,3349.2907,4090.4397,-2643.6853,15299.3674,1697.3731
19,7398.2591,6087.8102,2718.5888,3040.4989,3338.973,4032.2599,-2717.5993,15084.5438,1650.0887
20,7318.9098,6038.2296,2645.2211,3052.7276,3319.4948,3935.5345,-2788.3086,14589.6541,1520.9511
21,7189.7605,5880.4451,2557.5473,3042.0588,3270.3079,3785.8431,-2829.3718,13817.3786,1278.8975
22,6991.0465,5621.2374,2407.944,2969.0524,3186.4164,3676.478,-2840.9734,12685.0726,896.5286
23,6636.2336,5133.4742,2191.2457,2791.4752,3028.3783,3418.1611,-2973.3979,11281.1201,449.0356
24,6141.5019,4643.9373,1812.0748,2535.0252,2795.289,3044.4528,-3208.5068,9828.6043,-25.5959
25,5745.3514,4148.7158,1613.7794,2267.6418,2641.8219,2705.8303,-3257.0688,8982.3621,-300.2692
26,5440.2225,3891.241,1420.801,2088.6844,2469.5302,2639.0827,-3278.5214,8367.9013,-504.9585
27,5306.6659,3711.5383,1342.9725,1991.6983,2376.0982,2625.6083,-3348.9332,8097.6616,-597.5222
28,5274.1818,3502.6719,1336.4866,1937.8724,2372.1485,2631.9727,-3396.2529,7935.724,-668.5575
29,5298.9382,3617.686,1361.4111,1963.2458,2404.7616,2676.4548,-3446.8399,7992.3004,-644.9613
30,5544.356,3924.2832,1530.0971,2129.0162,2520.0685,2914.6522,-3285.2662,8831.5172,-387.5603
31,6342.2449,4895.996,2064.6239,2500.906,2868.5804,3404.5663,-2918.761,11117.2359,279.2735
32,7245.8611,6020.0524,2789.6603,3039.2425,3265.2831,3845.0087,-2564.5285,13348.4257,919.3861
33,7608.501,6467.6585,3147.731,3291.5103,3445.621,4037.2103,-2445.1059,14334.0563,1234.2412
34,7744.0422,6620.5951,3240.1898,3361.9789,3518.2169,4087.0975,-2457.929,14805.2616,1314.3381
35,7780.8261,6654.6618,3286.3867,3390.3881,3525.5664,4064.8452,-2531.0896,15094.8514,1220.9008
36,7545.4137,6444.779,3173.2127,3360.8503,3472.7175,3947.5908,-2637.7159,15070.3116,1023.2029
37,7346.3793,6189.5705,3026.1005,3196.973,3397.2174,3958.215,-2539.241,14858.6357,720.4496
38,7217.8366,5994.2193,2952.3996,3170.2896,3314.7851,3933.8606,-2572.1922,14593.8653,653.732
39,7214.7723,5990.4465,2912.117,3221.4627,3296.1574,3870.9344,-2598.6523,14480.066,662.5224
40,7333.7389,6043.4398,2887.5831,3246.6882,3312.1422,3950.2509,-2597.3511,14587.7862,804.5995
41,7509.2461,6212.7184,2880.2837,3204.1885,3373.018,4005.6016,-2537.7456,14665.7501,955.1809
42,7537.8989,6256.6359,2841.5473,3158.4941,3380.6516,4092.17,-2488.1494,15014.5404,999.0902
43,7496.8114,6261.9822,2803.2402,3147.7118,3375.7238,4046.0627,-2622.6311,14851.4749,930.8107
44,7440.2632,6270.0161,2754.2345,3169.9166,3361.8439,3963.2699,-2717.1891,14461.3891,779.4727
45,7324.0303,6101.7564,2661.1258,3099.635,3312.9599,3807.9399,-2950.8243,13816.9543,580.4893
46,7143.535,5806.2278,2525.9924,2997.8473,3230.4243,3653.8452,-3099.6871,12774.1021,319.6306
47,6802.9619,5303.8547,2351.9286,2820.8904,3071.145,3374.3567,-3275.3669,11429.0355,-0.2093
48,6309.7096,4664.7617,1991.976,2533.1443,2819.9305,3107.2053,-3503.7522,9965.9525,-322.096
49,5761.1741,3951.9809,1720.8898,2261.0548,2619.9637,2790.2745,-3610.1197,8816.0426,-678.3443
50,5469.613,3549.5145,1531.0025,2071.0756,2446.6231,2756.7109,-3610.9891,8357.5153,-767.2534
51,5340.4911,3270.6216,1429.7323,1942.6755,2381.2374,2787.9587,-3518.0603,8231.3527,-803.7573
