Timestamp,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
1,0.0,1840.6016,496.9769,864.026,764.3696,691.359,1099.5337,900.2198,685.5669
2,0.0,1839.0204,489.549,863.1136,760.2328,687.8929,1079.0146,896.2887,676.0719
3,0.0,1837.476,471.1945,863.0375,758.6012,685.7086,1086.8665,900.6636,679.5924
4,0.0,1822.2716,460.9124,860.514,753.5299,689.2854,1105.3268,910.0497,688.9106
5,0.0,1816.8224,454.9318,855.3374,750.751,691.4802,1116.1324,927.7775,702.6189
6,0.0,1806.5787,453.9201,855.8529,749.7444,683.6052,1140.9934,947.2345,718.5768
7,0.0,1784.7704,457.9181,860.5921,748.8271,682.4969,1166.5544,981.6516,735.7162
8,0.0,1768.7208,475.8415,862.9787,752.4654,685.8386,1190.0608,1008.5644,759.5114
9,0.0,1757.1697,482.7055,860.2209,755.4965,691.5326,1207.6298,1021.6528,783.2749
10,0.0,1754.5978,485.1421,863.5564,757.8137,696.9661,1219.6625,1026.9115,811.3978
11,0.0,1757.4042,488.0743,869.1526,758.5232,693.8861,1234.6304,1040.2511,846.3996
12,0.0,1774.5565,488.574,872.6397,762.8127,704.7224,1256.9916,1049.8446,887.6415
13,0.0,1807.062,482.4168,872.0181,765.8628,694.0969,1226.6167,1044.9207,918.6029
14,0.0,1820.7765,475.6573,867.4637,769.2653,686.8206,1211.9392,1020.9753,905.3541
15,0.0,1810.1316,466.3515,860.1359,770.0597,688.1613,1218.3888,984.6775,868.4012
16,0.0,1793.0687,453.4674,854.9854,766.8359,692.0608,1238.8979,957.3473,828.9265
17,0.0,1788.7068,452.7715,852.5171,763.8891,694.2221,1252.3676,953.7664,795.2765
18,0.0,1799.8755,451.5721,849.1322,762.9077,698.7321,1247.423,965.1563,789.9979
19,0.0,1810.5249,458.1304,842.837,762.3844,698.3217,1244.1321,974.1242,792.8824
20,0.0,1813.6777,466.864,842.4642,761.8856,701.1599,1241.9944,985.5875,796.6073
21,0.0,1813.9534,465.8946,837.0798,760.9215,700.7203,1224.8517,992.9057,801.6196
22,0.0,1811.2089,460.8604,833.1312,760.534,690.9393,1198.4989,995.4962,816.0646
23,0.0,1814.843,452.9188,831.9617,759.877,684.0961,1186.3126,990.2229,825.134
24,0.0,1782.561,450.4344,824.8873,756.7687,699.6802,1190.0197,980.6167,825.0072
25,0.0,1778.4047,438.9389,822.4905,754.7617,704.4384,1184.1435,979.9738,824.2663
26,0.0,1756.5662,433.3701,820.4249,753.7942,707.1119,1178.232,982.5613,828.6281
27,0.0,1759.5591,426.7958,817.6615,756.5075,708.3548,1184.5846,984.3668,832.1217
28,0.0,1795.9881,420.7328,818.0002,752.5819,704.8925,1192.4794,997.1707,844.4989
29,0.0,1788.8664,416.6631,817.7433,749.8584,705.459,1204.9306,1003.5226,847.3462
30,0.0,1786.5863,413.7,813.3622,747.9259,702.7889,1203.3322,1019.9234,849.3742
31,0.0,1792.5981,418.602,813.6561,749.7482,708.7364,1211.3177,1047.0447,859.7115
32,0.0,1808.6961,428.4011,818.2036,754.1873,713.4448,1220.2833,1074.1183,877.0672
33,0.0,1821.515,435.9385,820.5548,757.5075,707.5409,1227.0543,1089.1628,879.8554
34,0.0,1819.0519,437.0255,820.2014,759.0078,704.873,1236.8431,1097.9927,888.08
35,0.0,1823.2472,436.3069,822.1558,759.7672,705.9209,1249.1334,1108.6512,920.8866
36,0.0,1833.2207,440.8414,820.4417,760.411,714.4126,1260.2004,1112.1538,950.3927
37,0.0,1848.0223,447.0116,825.9108,761.4796,708.5362,1232.5345,1111.5824,980.9605
38,0.0,1854.0089,450.691,830.7702,764.4565,708.9002,1226.2081,1098.4735,980.0885
39,0.0,1841.5899,452.1647,826.6121,767.115,709.1949,1225.5166,1074.6585,961.3096
40,0.0,1821.0941,454.9947,823.5777,765.8757,710.7284,1231.4204,1051.6474,931.8687
41,0.0,1801.4187,456.846,818.4596,763.2337,709.7165,1231.3754,1054.4453,906.8277
42,0.0,1796.3227,459.4758,821.1062,762.5572,706.8128,1231.7217,1063.3566,921.3723
43,0.0,1799.1943,461.6926,823.5866,761.0438,704.5294,1239.8664,1065.3492,930.772
44,0.0,1793.2288,466.4827,821.4264,759.4252,705.3334,1242.5788,1061.0399,939.0267
45,0.0,1797.095,466.4255,826.1487,758.4727,705.6732,1262.752,1047.4865,935.664
46,0.0,1801.716,459.017,827.1354,757.8719,702.1903,1263.2198,1033.8295,927.6321
47,0.0,1808.898,443.7376,825.9681,757.2783,698.1942,1260.2016,1016.1364,912.1537
48,0.0,1803.9835,437.2115,824.2216,757.4097,697.6204,1265.8814,1005.2253,887.1595
49,0.0,1794.8299,423.1328,823.7964,756.3398,687.7587,1245.4306,985.7848,879.164
50,0.0,1799.8034,417.3955,823.5645,755.8065,685.5112,1235.8816,963.9953,863.8103
51,0.0,1819.4335,414.719,826.1284,753.0092,680.1387,1215.0652,942.5117,858.5267
52,0.0,1833.0373,424.7468,829.0907,752.4575,681.0067,1197.87,932.0356,851.4576
53,0.0,1833.2435,436.135,832.3742,755.7318,679.3403,1177.5489,919.8625,845.1971
54,0.0,1833.368,452.1066,834.6726,760.7709,680.7926,1156.012,921.9562,845.5517
55,0.0,1847.1099,471.7953,834.2473,765.4066,683.595,1135.6413,933.4819,847.4521
56,0.0,1865.4885,490.1354,839.8627,769.8233,684.9294,1126.9508,950.0904,848.1658
57,0.0,1864.0844,504.716,844.4134,772.3832,680.5652,1129.9643,963.4247,842.6732
58,0.0,1868.0448,519.0435,843.2285,774.7924,675.5242,1137.2114,976.7205,839.2107
59,0.0,1866.5363,526.8371,843.0289,776.598,675.1831,1147.9562,1004.8594,859.616
60,0.0,1869.9925,521.3945,838.3398,775.0425,689.1748,1169.4397,1041.6194,884.2439
61,0.0,1877.4257,509.6084,843.62,773.2113,682.3517,1165.8718,1056.1877,913.9098
62,0.0,1885.4525,498.7967,843.0389,772.6027,669.9487,1158.2307,1049.9552,919.9953
63,0.0,1882.7096,488.9994,842.8286,771.2172,657.619,1173.4633,1038.1922,904.5152
64,0.0,1859.3184,484.8955,841.5871,768.3007,663.0511,1213.9328,1026.7318,875.8402
65,0.0,1838.8615,484.7666,841.3476,768.8383,676.2308,1248.9686,1038.2065,852.1609
66,0.0,1840.3392,486.3867,841.232,768.9356,684.3347,1281.0239,1055.2372,855.7658
67,0.0,1843.6162,493.7157,842.7896,767.3754,686.8808,1300.7529,1063.5947,862.2515
68,0.0,1830.3121,501.7562,840.2531,766.4031,685.4599,1311.8544,1068.4754,856.4869
69,0.0,1825.6291,506.2298,835.5485,766.1837,678.959,1325.5092,1070.705,853.0036
70,0.0,1830.1142,514.9982,833.7075,767.0787,669.0491,1345.2969,1069.5772,858.6367
71,0.0,1834.239,516.3701,832.934,768.3028,664.386,1360.3465,1061.6429,862.9223
72,0.0,1824.7488,505.6486,826.2986,765.6983,672.4395,1391.2388,1067.2677,864.7581
73,0.0,1808.4762,499.495,830.2454,764.5738,674.239,1387.1202,1046.3243,859.3389
74,0.0,1796.6532,494.9005,827.046,762.7527,680.4222,1394.8637,1030.599,856.5665
75,0.0,1789.2322,495.7678,821.1556,762.1231,686.0222,1397.5378,1017.8126,865.1123
